date,state,positive,probableCases,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,deathConfirmedIncrease,totalTestsViralIncrease,positiveCasesViralIncrease,positiveIncrease7d,positiveCasesViralIncrease7d,deathIncrease7d,inIcuCurrently7d,onVentilatorCurrently7d,deathConfirmedIncrease7d,dPositiveIncrease7d,dPositiveCasesViralIncrease7d,dDeathIncrease7d,dInIcuCurrently7d,dOnVentilatorCurrently7d,dDeathConfirmedIncrease7d
2020-01-22,MA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,9c98a5d410dd4b073b9b9be37b9d0a57b754f4b1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-23,MA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,1,0,0,0,1fbee1a479759db1c67d025df03ff05cc99c54f4,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-24,MA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,34ed60e06d0eba013802f0d6a02ed477ddabd857,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-25,MA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,2c5c294dfd418fcefd90ac8d0a0c341b97894b30,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-26,MA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,5bbc1e5696cee274840f389de93ba05c3d708518,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-27,MA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,1,0,0,0,a870b41236bb3272d53c178436a82c7fe5d3b07e,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-28,MA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,cd515da0810e7315b3d634bd389b780927d0b150,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-29,MA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,1,0,0,0,88e340f2244b64e5acb84ebb777ea9fa5c86248d,0,0,0,0,0,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-30,MA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,9ab388c21e4768a770964dfca3c0b03a6ba7653f,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-31,MA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,71d59c7592fc2f3aafe4695a6c3d30b6626512af,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-01,MA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,52ee7d3015d4e0bdb7253943671b571e275e6a41,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-02,MA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,f7aafc1206a8f1eca43fa91bf53c0967f31cf40b,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-03,MA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,3,0,0,0,8e93b7003d5ca426c87a5a11a6c98e6bb45a1822,0,0,0,0,0,NA,NA,3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-04,MA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,2,0,0,0,97e8f2d7317cabb2967c44cd4accfdbf3c489cd1,0,0,0,0,0,NA,NA,2,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-05,MA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,904b202fc8630337e6d9cd28c163d9b19862ce1d,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-06,MA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,1,0,0,0,c4a916fa667a1abe68fcc4fe009fc4dd61c35e84,0,0,0,0,0,NA,NA,1,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-07,MA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,7f74bc56491e016c9947dcbda9d5102b7b34c0c5,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-08,MA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,1,0,0,0,f1caa3cbdbce8232977e51d24f6046d3aea4594e,0,0,0,0,0,NA,NA,1,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-09,MA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,f4d0e7f9b9b9208abe18e1239f1603e89d5c7470,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-10,MA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,1,0,0,0,3f43b5eea2c541ff844320a5eac533c7d3995a9c,0,0,0,0,0,NA,NA,1,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-11,MA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,615dd313ad509b4d62abffadf94c44676642c183,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-12,MA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,1,0,0,0,249f3cdb2e4eb7f008fbe9138581de6fb7578301,0,0,0,0,0,NA,NA,1,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-13,MA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,d86160edb6fc737c5c93c6358e4a5e187930b926,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-14,MA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,1ddf5d88d00650a666ed5aa7463d743f82539d1d,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-15,MA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,884b163680ee49cb82b39e217b20e56a522eff54,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-16,MA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,83d9a9328bbab50a8f8918dd92e58422ed3248f1,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-17,MA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,9fb731090beb92718edc7be48e4464f4c30bc550,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-18,MA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,412d4437474685bf30aab5afbcc3f498e6b3243b,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-19,MA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,ed2e60ef6f2bcbeac7d78ccc5ad3a50864b97d09,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-20,MA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,1,0,0,0,6dc183abe1f27fb391d139696e7a6b314c200604,0,0,0,0,0,NA,NA,1,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-21,MA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,0027110a1f6edce30fa06b5568add20fe82cdeb8,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-22,MA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,e56ceaa36376cdeac0d278ca9d1822e74742afbd,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-23,MA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,467cbfa03d6ec7ce0a628951b429574b077ea824,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-24,MA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,2,0,0,0,7d2c496c1b64c6ee509b02875a422dfe76707ca9,0,0,0,0,0,NA,NA,2,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-25,MA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,e4206ccdadab27e885d3651a49779d537a3a7618,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-26,MA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,a65e003b97cd91d671c8d6a939f5285260fc75c6,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-27,MA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,0,0,0,0,877463a8f3f4f55ac43b1bcd1b8cf8d6673465d7,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-28,MA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,2,0,0,0,88bac427284c96a3a50115bd78d188e3e8644128,0,0,0,0,0,NA,NA,2,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-02-29,MA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,1,0,0,0,0e04500c4ef66531d87122e017595209fcefd545,0,0,0,0,0,NA,NA,1,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-01,MA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,4,0,0,0,bfba714ddc8157fad96d3cccd7b78ba64c52dde8,0,0,0,0,0,NA,NA,4,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-02,MA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,6,0,0,0,63f4665f783788c0c37cc808cba53086aabc15a0,0,0,0,0,0,NA,NA,6,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-03,MA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,15,0,0,0,b22d664cc0f130b6a9392fde6eb5e009b17f012e,0,0,0,0,0,NA,NA,15,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-04,MA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,22,0,0,0,ad32372c33f42d637b5da7fac3b9b38ca4fcf343,0,0,0,0,0,NA,NA,22,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-05,MA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,36,0,0,0,eae37b877fd8996f4de7123d99a1f5a44168a4ff,0,0,0,0,0,NA,NA,36,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-06,MA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,49,0,0,0,1784a93a1bfb6e0f48a39c0ee0ba410bc719b1c0,0,0,0,0,0,NA,NA,49,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-07,MA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,100,0,0,0,b601dbd17364c63237d2dce41f56c2c5dbb59f42,0,0,0,0,0,NA,NA,100,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-08,MA,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,61,0,0,0,d565bfc881cfffda2b7916611787144ad2108406,0,0,0,0,0,NA,NA,61,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-09,MA,NA,NA,NA,NA,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,81,0,0,0,438b16ded745bc7399b77455a2b062ec54337fa4,0,0,0,0,0,NA,NA,81,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-10,MA,NA,NA,NA,NA,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,109,0,0,0,278e77c59434e52fbc87c9e45789f93bb1c00cce,0,0,0,0,0,NA,NA,109,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-11,MA,NA,NA,NA,NA,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,totalTestsViral,182,0,0,0,18f9c513cc8c6f45903edc857f2552de2c4d9512,0,0,0,0,0,NA,NA,182,NA,0,NA,0,NA,NA,NA,NaN,NA,NaN,NA,NA,NA
2020-03-12,MA,8,NA,NA,NA,1116,NA,NA,NA,NA,NA,NA,NA,NA,3/11/2020 00:00,2020-03-11T00:00:00Z,03/10 20:00,NA,NA,2020-03-11T00:00:00Z,1116,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,8,0,8,totalTestsViral,432,8,0,0,144c4b54560db018073a911d46dd6391ea60affe,0,0,0,0,0,NA,NA,432,NA,1.1428571428571428,NA,0,NA,NA,NA,Inf,NA,NaN,NA,NA,NA
2020-03-13,MA,23,NA,NA,NA,2101,NA,NA,NA,NA,NA,NA,NA,NA,3/13/2020 16:00,2020-03-13T16:00:00Z,03/13 12:00,NA,NA,2020-03-13T16:00:00Z,2101,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15,0,23,totalTestsViral,985,23,0,0,5f2d9acafd34c63514adc8439b393352470bfd79,0,0,0,0,0,NA,NA,985,NA,3.2857142857142856,NA,0,NA,NA,NA,Inf,NA,NaN,NA,NA,NA
2020-03-14,MA,38,NA,NA,NA,3036,NA,NA,NA,NA,NA,NA,NA,NA,3/14/2020 16:00,2020-03-14T16:00:00Z,03/14 12:00,NA,NA,2020-03-14T16:00:00Z,3036,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15,0,38,totalTestsViral,935,38,0,0,e5438525148fed6f578875cbf430b76d26ba81c0,0,0,0,0,0,NA,NA,935,NA,5.428571428571429,NA,0,NA,NA,NA,Inf,NA,NaN,NA,NA,NA
2020-03-15,MA,64,NA,584,NA,4120,NA,NA,NA,NA,NA,NA,NA,NA,3/14/2020 16:00,2020-03-14T16:00:00Z,03/14 12:00,NA,NA,2020-03-14T16:00:00Z,4120,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,26,584,648,totalTestsViral,1084,648,0,0,d9dcfc8f368a78bfeb4d2b26f23c0fe70818e5a4,0,0,0,0,0,NA,NA,1084,NA,9.142857142857142,NA,0,NA,NA,NA,Inf,NA,NaN,NA,NA,NA
2020-03-16,MA,97,NA,1199,NA,6355,NA,NA,NA,NA,NA,NA,NA,NA,3/16/2020 15:48,2020-03-16T15:48:00Z,03/16 11:48,NA,NA,2020-03-16T15:48:00Z,6355,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,33,615,1296,totalTestsViral,2235,1296,0,0,cfa696d1b3fa562b66fd47f04ebc7c3a57487e7e,0,0,0,0,0,NA,NA,2235,NA,13.857142857142858,NA,0,NA,NA,NA,Inf,NA,NaN,NA,NA,NA
2020-03-17,MA,118,NA,1633,NA,9145,NA,NA,NA,NA,NA,NA,NA,NA,3/16/2020 16:00,2020-03-16T16:00:00Z,03/16 12:00,NA,NA,2020-03-16T16:00:00Z,9145,787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,21,434,1751,totalTestsViral,2790,1751,0,0,3d61d0ba04b28cabcb721639cd945237eb996022,0,0,0,0,0,NA,NA,2790,NA,16.857142857142858,NA,0,NA,NA,NA,Inf,NA,NaN,NA,NA,NA
2020-03-18,MA,156,NA,2115,NA,12371,NA,NA,NA,NA,NA,NA,NA,NA,3/18/2020 16:00,2020-03-18T16:00:00Z,03/18 12:00,2,NA,2020-03-18T16:00:00Z,12371,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,38,482,2271,totalTestsViral,3226,2271,2,0,b4b364d9fd3e73acc63328283fa6ed4c78d3d0ae,0,0,0,0,0,NA,NA,3226,NA,22.285714285714285,NA,0.2857142857142857,NA,NA,NA,Inf,NA,Inf,NA,NA,NA
