date,state,positive,probableCases,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,deathConfirmedIncrease,totalTestsViralIncrease,positiveCasesViralIncrease,positiveIncrease7d,positiveCasesViralIncrease7d,deathIncrease7d,inIcuCurrently7d,onVentilatorCurrently7d,deathConfirmedIncrease7d,dPositiveIncrease7d,dPositiveCasesViralIncrease7d,dDeathIncrease7d,dInIcuCurrently7d,dOnVentilatorCurrently7d,dDeathConfirmedIncrease7d
2020-09-13,MA,124826,1922,1833129,NA,3006158,313,12431,61,NA,21,NA,107501,A+,9/13/2020 08:00,2020-09-13T08:00:00Z,09/13 04:00,9210,12431,2020-09-13T08:00:00Z,3006158,161677,NA,122904,9001,209,NA,1956033,NA,NA,NA,116531,NA,NA,108478,NA,NA,NA,25,286,11835,1957955,totalTestsViral,37435,1957955,14,5,0a35b3296b0d6a3070ec41cdd6f98961538f8536,0,0,0,0,0,NA,14,37435,267,323.42857142857144,297.14285714285717,12.142857142857142,56.57142857142857,22,12,NaN,-0.11149081589064536,0.1184210526315792,0.01538461538461533,-0.149171270718232,-0.16831683168316836
2020-09-14,MA,125080,1941,1845095,NA,3038625,302,12442,63,NA,17,NA,107501,A+,9/14/2020 08:00,2020-09-14T08:00:00Z,09/14 04:00,9219,12442,2020-09-14T08:00:00Z,3038625,161982,NA,123139,9010,209,NA,1968234,NA,NA,NA,116598,NA,NA,109470,NA,NA,NA,25,254,11966,1970175,totalTestsViral,32467,1970175,9,11,e2ef6ef10e90649fb5030a330c4b74ae305083ae,0,0,0,0,0,NA,9,32467,235,327,299,12.285714285714286,57.57142857142857,21.571428571428573,12.142857142857142,NaN,-0.07471264367816088,0.17808219178082174,0.03333333333333366,-0.15642458100558654,-0.1326530612244896
2020-09-15,MA,125393,1968,1856605,NA,3075812,310,12462,52,NA,23,NA,107501,A+,9/15/2020 08:00,2020-09-15T08:00:00Z,09/15 04:00,9225,12462,2020-09-15T08:00:00Z,3075812,162343,NA,123425,9016,209,NA,1980030,NA,NA,NA,116752,NA,NA,110849,NA,NA,NA,25,313,11510,1981998,totalTestsViral,37187,1981998,6,20,4e0bee3c6ad0da2d6e49ea553c918afd4079c521,0,0,0,0,0,NA,6,37187,286,347.2857142857143,315.85714285714283,12,58.285714285714285,21.428571428571427,11.857142857142858,NaN,0.06502890173410414,0.09090909090909083,0.06806282722513046,-0.13793103448275845,-0.18627450980392135
2020-09-16,MA,125699,1979,1872942,NA,3131714,352,12478,66,NA,24,NA,109397,A+,9/16/2020 08:00,2020-09-16T08:00:00Z,09/16 04:00,9245,12478,2020-09-16T08:00:00Z,3131714,162714,NA,123720,9036,209,NA,1996662,NA,NA,NA,117107,NA,NA,112394,NA,NA,NA,25,306,16337,1998641,totalTestsViral,55902,1998641,20,16,e78e5a6673b4a40ad4cc843584184af60106ac98,0,0,0,0,0,NA,20,55902,295,365.14285714285717,332,14.142857142857142,60.714285714285715,21.857142857142858,14.142857142857142,0.2703777335984092,0.17969543147208067,0.1511627906976747,0.13941018766756086,-0.07831325301204795,0.1785714285714286
2020-09-17,MA,126128,1989,1900167,NA,3199563,377,12496,64,NA,26,NA,109397,A+,9/17/2020 08:00,2020-09-17T08:00:00Z,09/17 04:00,9260,12496,2020-09-17T08:00:00Z,3199563,163227,NA,124139,9051,209,NA,2024306,NA,NA,NA,117453,NA,NA,113845,NA,NA,NA,25,429,27225,2026295,totalTestsViral,67849,2026295,15,18,1a74007fce08e9049a2ce7fbd71defae0217c2b0,0,0,0,0,0,NA,15,67849,419,368.85714285714283,340,13.428571428571429,61.42857142857143,22.571428571428573,13.428571428571429,0.29100000000000037,0.2268041237113405,0.056179775280899014,0.15902964959568777,-0.0062893081761005165,0.08045977011494299
2020-09-18,MA,126582,2012,1921953,NA,3264873,338,12514,62,NA,25,NA,109397,A+,9/18/2020 08:00,2020-09-18T08:00:00Z,09/18 04:00,9269,12514,2020-09-18T08:00:00Z,3264873,163794,NA,124570,9059,210,NA,2046523,NA,NA,NA,117770,NA,NA,115162,NA,NA,NA,25,454,21786,2048535,totalTestsViral,65310,2048535,9,18,dd287ee2235611389537d94bad3b1b6cc092305d,0,0,0,0,0,NA,8,65310,431,370.85714285714283,338.2857142857143,12.714285714285714,61.714285714285715,23,12.571428571428571,0.16517055655296153,0.09426987060998071,0.11250000000000027,0.16442048517520225,0.038709677419354716,0.11392405063291133
2020-09-19,MA,127181,2042,1942682,NA,3337292,362,12537,65,NA,28,NA,109397,A+,9/19/2020 08:00,2020-09-19T08:00:00Z,09/19 04:00,9295,12537,2020-09-19T08:00:00Z,3337292,164504,NA,125139,9085,210,NA,2067821,NA,NA,NA,118069,NA,NA,116565,NA,NA,NA,25,599,20729,2069863,totalTestsViral,72419,2069863,26,23,e37906b58f83d4a9e789b61dbb1189e81849fe18,0,0,0,0,0,NA,26,72419,569,377.2857142857143,357.42857142857144,14.142857142857142,61.857142857142854,23.428571428571427,14,0.12670648464163903,0.14612918002748598,0.23750000000000027,0.11886304909560685,0.05806451612903207,0.22499999999999987
2020-09-20,MA,127540,2061,1959741,NA,3399512,364,12545,61,NA,34,NA,109397,A+,9/20/2020 08:00,2020-09-20T08:00:00Z,09/20 04:00,9310,12545,2020-09-20T08:00:00Z,3399512,164924,NA,125479,9100,210,NA,2085220,NA,NA,NA,118289,NA,NA,117973,NA,NA,NA,25,359,17059,2087281,totalTestsViral,62220,2087281,15,8,745c1cf0b6bede35017b5c457f9397ffb1c98497,0,0,0,0,0,NA,15,62220,340,387.7142857142857,367.85714285714283,14.285714285714286,61.857142857142854,25.285714285714285,14.142857142857142,0.1987632508833923,0.2379807692307696,0.17647058823529393,0.0934343434343432,0.14935064935064912,0.1785714285714286
2020-09-21,MA,127796,2073,1970320,NA,3436161,367,12553,69,NA,31,NA,109397,A+,9/21/2020 08:00,2020-09-21T08:00:00Z,09/21 04:00,9317,12553,2020-09-21T08:00:00Z,3436161,165228,NA,125723,9107,210,NA,2096043,NA,NA,NA,118364,NA,NA,119095,NA,NA,NA,25,256,10579,2098116,totalTestsViral,36649,2098116,7,8,12d55c72b5db07a17860d88e1b707a3bd337899c,0,0,0,0,0,NA,7,36649,244,388,369.14285714285717,14,62.714285714285715,27.285714285714285,13.857142857142858,0.1865443425076454,0.23459149546106017,0.13953488372093004,0.08933002481389551,0.2649006622516552,0.14117647058823501
2020-09-22,MA,127969,2103,1979312,NA,3476679,371,12571,67,NA,27,NA,109397,A+,9/22/2020 08:00,2020-09-22T08:00:00Z,09/22 04:00,9328,12571,2020-09-22T08:00:00Z,3476679,165412,NA,125866,9118,210,NA,2105178,NA,NA,NA,118447,NA,NA,120496,NA,NA,NA,25,173,8992,2107281,totalTestsViral,40518,2107281,11,18,0bcd5801e0b647e89cf7ca19ffd923b1d6cd1e7b,0,0,0,0,0,NA,11,40518,143,368,348.7142857142857,14.714285714285714,64.85714285714286,27.857142857142858,14.571428571428571,0.05964623611682507,0.10402532790592511,0.22619047619047605,0.1127450980392164,0.2999999999999998,0.22891566265060215
2020-09-23,MA,128512,2104,1999432,NA,3557548,361,12592,71,NA,26,NA,111479,A+,9/23/2020 08:00,2020-09-23T08:00:00Z,09/23 04:00,9347,12592,2020-09-23T08:00:00Z,3557548,166112,NA,126408,9135,212,NA,2125840,NA,NA,NA,118843,NA,NA,121231,NA,NA,NA,25,543,20120,2127944,totalTestsViral,80869,2127944,19,21,05b1335dbab6fb8bad0d174bd4b7e3f5b2b961df,0,0,0,0,0,NA,17,80869,542,401.85714285714283,384,14.571428571428571,65.57142857142857,28.142857142857142,14.142857142857142,0.1005477308294207,0.15662650602409678,0.030303030303030054,0.07999999999999985,0.2875816993464049,0
2020-09-24,MA,128993,2130,2017533,NA,3642716,375,12606,75,NA,29,NA,111479,A+,9/24/2020 08:00,2020-09-24T08:00:00Z,09/24 04:00,9362,12606,2020-09-24T08:00:00Z,3642716,166664,NA,126863,9150,212,NA,2144396,NA,NA,NA,119164,NA,NA,122954,NA,NA,NA,25,481,18101,2146526,totalTestsViral,85168,2146526,15,14,9cd0e9fde509d5b6a9357299b5f0de44b5b838b9,0,0,0,0,0,NA,15,85168,455,409.2857142857143,389.14285714285717,14.571428571428571,67.14285714285714,28.571428571428573,14.142857142857142,0.10960495739736675,0.14453781512604968,0.08510638297872308,0.09302325581395277,0.26582278481012667,0.05319148936170204
2020-09-25,MA,129481,2164,2032933,NA,3706728,389,12619,78,NA,31,NA,111479,A+,9/25/2020 08:00,2020-09-25T08:00:00Z,09/25 04:00,9373,12619,2020-09-25T08:00:00Z,3706728,167221,NA,127317,9160,213,NA,2160250,NA,NA,NA,119449,NA,NA,124547,NA,NA,NA,25,488,15400,2162414,totalTestsViral,64012,2162414,11,13,2a6dfc7848e5f6d8b569dfc3e2077fd9a6c9340a,0,0,0,0,0,NA,10,64012,454,414.14285714285717,392.42857142857144,14.857142857142858,69.42857142857143,29.428571428571427,14.428571428571429,0.11671802773497775,0.16005067567567544,0.1685393258426966,0.12499999999999933,0.2795031055900621,0.14772727272727315
2020-09-26,MA,130050,2218,2046728,NA,3780020,354,12637,77,NA,28,NA,111479,A+,9/26/2020 08:00,2020-09-26T08:00:00Z,09/26 04:00,9391,12637,2020-09-26T08:00:00Z,3780020,167823,NA,127832,9178,213,NA,2174560,NA,NA,NA,119693,NA,NA,126039,NA,NA,NA,25,569,13795,2176778,totalTestsViral,73292,2176778,18,18,98b5d16d3ed8544db94df1519f579a9e4525be1f,0,0,0,0,0,NA,18,73292,515,409.85714285714283,384.7142857142857,13.714285714285714,71.14285714285714,29.428571428571427,13.285714285714286,0.0863309352517978,0.07633892885691385,-0.030303030303030276,0.15011547344110854,0.2560975609756102,-0.05102040816326492
2020-09-27,MA,130642,2216,2064199,NA,3881846,408,12645,79,NA,27,NA,111479,A+,9/27/2020 08:00,2020-09-27T08:00:00Z,09/27 04:00,9404,12645,2020-09-27T08:00:00Z,3881846,168544,NA,128426,9191,213,NA,2192625,NA,NA,NA,119935,NA,NA,126585,NA,NA,NA,25,592,17471,2194841,totalTestsViral,101826,2194841,13,8,b843e8fb1edafcc4d926926ce305de7be75d6b7d,0,0,0,0,0,NA,13,101826,594,443.14285714285717,421,13.428571428571429,73.71428571428571,28.428571428571427,13,0.14296241709653645,0.14446601941747517,-0.05999999999999961,0.19168591224018505,0.12429378531073465,-0.080808080808081
2020-09-28,MA,131072,2279,2076881,NA,3931219,418,12648,85,NA,31,NA,111479,A+,9/28/2020 08:00,2020-09-28T08:00:00Z,09/28 04:00,9415,12648,2020-09-28T08:00:00Z,3931219,168973,NA,128793,9202,213,NA,2205674,NA,NA,NA,119987,NA,NA,129009,NA,NA,NA,25,430,12682,2207953,totalTestsViral,49373,2207953,11,3,24388f9310e865a0f8798454a77a56d93b6bd911,0,0,0,0,0,NA,11,49373,367,468,438.57142857142856,14,76,28.428571428571427,13.571428571428571,0.20618556701030943,0.18808049535603688,0,0.21184510250569466,0.04188481675392697,-0.020618556701030966
2020-09-29,MA,131584,2341,2090555,NA,3988224,444,12667,107,NA,27,NA,111479,A+,9/29/2020 08:00,2020-09-29T08:00:00Z,09/29 04:00,9423,12667,2020-09-29T08:00:00Z,3988224,169522,NA,129243,9210,213,NA,2219798,NA,NA,NA,120133,NA,NA,130459,NA,NA,NA,25,512,13674,2222139,totalTestsViral,57005,2222139,8,19,429c6104d35c0bf7c45257be0a41687ee44efd16,0,0,0,0,0,NA,8,57005,450,516.4285714285714,482.42857142857144,13.571428571428571,81.71428571428571,28.428571428571427,13.142857142857142,0.40333850931676984,0.3834494059811546,-0.07766990291262155,0.2599118942731271,0.020512820512820884,-0.09803921568627438
2020-09-30,MA,132116,2363,2104449,NA,4050617,438,12686,89,NA,29,NA,113768,A+,9/30/2020 08:00,2020-09-30T08:00:00Z,09/30 04:00,9456,12686,2020-09-30T08:00:00Z,4050617,170156,NA,129753,9242,214,NA,2234202,NA,NA,NA,120418,NA,NA,131852,NA,NA,NA,25,532,13894,2236565,totalTestsViral,62393,2236565,33,19,0555a790e9f0b33285f5bad00c880bd5c430686f,0,0,0,0,0,NA,32,62393,510,514.8571428571429,477.85714285714283,15.571428571428571,84.28571428571429,28.857142857142858,15.285714285714286,0.2811944543192324,0.24441964285714324,0.06862745098039236,0.28540305010893285,0.025380710659898886,0.08080808080808044
2020-10-01,MA,132870,2409,2121900,NA,4125104,436,12715,84,NA,32,NA,113768,A+,10/1/2020 08:00,2020-10-01T08:00:00Z,10/01 04:00,9480,12715,2020-10-01T08:00:00Z,4125104,170958,NA,130461,9265,215,NA,2252361,NA,NA,NA,120585,NA,NA,133689,NA,NA,NA,25,754,17451,2254770,totalTestsViral,74487,2254770,24,29,2f7bb6a1d8b958e3b3f9040a9a0a41ded77f590b,0,0,0,0,0,NA,23,74487,708,553.8571428571429,514,16.857142857142858,85.57142857142857,29.285714285714285,16.428571428571427,0.35322862129144816,0.3208516886930992,0.15686274509803955,0.27446808510638276,0.025000000000000133,0.16161616161616132
2020-10-02,MA,133631,2417,2142598,NA,4200018,421,12733,79,NA,34,NA,113768,A+,10/2/2020 08:00,2020-10-02T08:00:00Z,10/02 04:00,9490,12733,2020-10-02T08:00:00Z,4200018,171892,NA,131214,9275,215,NA,2273812,NA,NA,NA,120977,NA,NA,134197,NA,NA,NA,25,761,20698,2276229,totalTestsViral,74914,2276229,10,18,b02c3604369db62da01465411ca69787f790de16,0,0,0,0,0,NA,10,74914,753,592.8571428571429,556.7142857142857,16.714285714285715,85.71428571428571,29.714285714285715,16.428571428571427,0.43152811314246176,0.41863851474335734,0.125,0.23456790123456805,0.009708737864077888,0.13861386138613851
2020-10-03,MA,134303,2489,2155811,NA,4265786,416,12745,75,NA,27,NA,113768,A+,10/3/2020 08:00,2020-10-03T08:00:00Z,10/03 04:00,9507,12745,2020-10-03T08:00:00Z,4265786,172557,NA,131814,9292,215,NA,2287625,NA,NA,NA,121078,NA,NA,136823,NA,NA,NA,25,672,13213,2290114,totalTestsViral,65768,2290114,17,12,06d4899e3543d80d06b7ea123d0d4e090748662c,0,0,0,0,0,NA,17,65768,600,607.5714285714286,568.8571428571429,16.571428571428573,85.42857142857143,29.571428571428573,16.285714285714285,0.48239804810038445,0.4786483475677694,0.20833333333333326,0.20080321285140634,0.004854368932038833,0.22580645161290303
2020-10-04,MA,134947,2507,2174166,NA,4334501,438,12749,83,NA,27,NA,113768,A+,10/4/2020 08:00,2020-10-04T08:00:00Z,10/04 04:00,9510,12749,2020-10-04T08:00:00Z,4334501,173288,NA,132440,9295,215,NA,2306606,NA,NA,NA,121397,NA,NA,138291,NA,NA,NA,25,644,18355,2309113,totalTestsViral,68715,2309113,3,4,44b7fbbdf96d46767e7f69e248609a53cdce9952,0,0,0,0,0,NA,3,68715,626,615,573.4285714285714,15.142857142857142,86,29.571428571428573,14.857142857142858,0.3878143133462275,0.3620631150322362,0.12765957446808485,0.1666666666666663,0.04020100502512558,0.14285714285714302
2020-10-05,MA,135462,2557,2184966,NA,4371050,473,12755,88,NA,33,NA,113768,A+,10/5/2020 08:00,2020-10-05T08:00:00Z,10/05 04:00,9530,12755,2020-10-05T08:00:00Z,4371050,173830,NA,132905,9315,215,NA,2317871,NA,NA,NA,121464,NA,NA,139854,NA,NA,NA,25,515,10800,2320428,totalTestsViral,36549,2320428,20,6,6680e1adaab73875fd28ae4d88f88a9236348687,0,0,0,0,0,NA,20,36549,465,627.1428571428571,587.4285714285714,16.428571428571427,86.42857142857143,29.857142857142858,16.142857142857142,0.34004884004883995,0.3394136807817587,0.17346938775510234,0.13721804511278224,0.05025125628140703,0.18947368421052668
2020-10-06,MA,135957,2598,2197297,NA,4416428,494,12775,85,NA,31,NA,113768,A+,10/6/2020 08:00,2020-10-06T08:00:00Z,10/06 04:00,9538,12775,2020-10-06T08:00:00Z,4416428,174382,NA,133359,9323,215,NA,2330656,NA,NA,NA,121620,NA,NA,141849,NA,NA,NA,25,495,12331,2333254,totalTestsViral,45378,2333254,8,20,182201b24cacf1b10aaa288b572b3528e998e9d7,0,0,0,0,0,NA,8,45378,454,624.7142857142857,588,16.428571428571427,83.28571428571429,30.428571428571427,16.142857142857142,0.20968188105117558,0.21883328397986412,0.2105263157894739,0.019230769230769162,0.07035175879396949,0.22826086956521752
2020-10-07,MA,136492,2624,2212922,NA,4478131,515,12807,83,NA,34,NA,116364,A+,10/7/2020 08:00,2020-10-07T08:00:00Z,10/07 04:00,9557,12807,2020-10-07T08:00:00Z,4478131,175047,NA,133868,9342,215,NA,2346790,NA,NA,NA,121906,NA,NA,143436,NA,NA,NA,25,535,15625,2349414,totalTestsViral,61703,2349414,19,32,f5934576da50e1ae8f941355bd29fb34afb79e83,0,0,0,0,0,NA,19,61703,509,625.1428571428571,587.8571428571429,14.428571428571429,82.42857142857143,31.142857142857142,14.285714285714286,0.21420643729189814,0.23019431988041794,-0.07339449541284404,-0.022033898305084954,0.07920792079207928,-0.06542056074766356
