Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New,First Molecular Test per person,Repeat Molecular Tests,All Molecular Tests,All Positive Molecular Tests,Antigen Positive New,Antigen New,Antigen Total
5/26/2020,559023,11214,867,0,42841,1519,130,11072,4365,15437,1542,20,303,1624
5/27/2020,569202,10179,694,0,44279,1438,153,10068,3879,13947,1224,12,233,1857
5/28/2020,578551,9349,645,0,45574,1295,178,9232,3589,12821,1164,8,231,2088
5/29/2020,588786,10235,533,0,46897,1323,138,10121,3527,13648,1022,15,217,2305
5/30/2020,594580,5794,270,0,47161,264,35,5748,1815,7563,463,10,172,2477
5/31/2020,598281,3701,162,0,47350,189,38,3660,1402,5062,298,6,142,2619
6/1/2020,607779,9498,508,0,48501,1151,165,9392,3506,12898,936,6,227,2846
6/2/2020,617229,9450,447,0,49603,1102,88,9359,3718,13077,881,9,223,3069
6/3/2020,626778,9549,462,0,50766,1163,124,9413,3703,13116,870,3,192,3261
6/4/2020,635365,8587,383,0,51837,1071,91,8493,3532,12025,750,2,171,3432
6/5/2020,643869,8504,339,0,53045,1208,150,8432,3092,11524,660,4,186,3618
6/6/2020,648442,4573,149,0,53333,288,33,4559,1707,6266,288,3,149,3767
6/7/2020,651991,3549,151,0,53505,172,24,3510,1467,4977,252,10,141,3908
6/8/2020,662669,10678,355,0,54517,1012,102,10631,3316,13947,677,6,189,4097
6/9/2020,673664,10995,345,0,55684,1167,109,10903,3454,14357,644,10,189,4286
6/10/2020,683921,10257,257,0,56883,1199,137,10219,3217,13436,560,12,243,4529
6/11/2020,694214,10293,229,0,58115,1232,106,10249,2836,13085,505,11,271,4800
6/12/2020,704265,10051,256,0,59356,1241,85,9994,3011,13005,484,9,269,5069
6/13/2020,709074,4809,98,0,59585,229,22,4795,1666,6461,193,7,205,5274
6/14/2020,712782,3708,77,0,59761,176,25,3688,1352,5040,146,6,212,5486
6/15/2020,723517,10735,235,0,60939,1178,114,10690,3441,14131,492,9,461,5947
6/16/2020,733952,10435,200,0,62146,1207,88,10398,3333,13731,391,13,434,6381
6/17/2020,748546,14594,249,0,63372,1226,115,14580,3448,18028,449,23,464,6845
6/18/2020,763335,14789,241,0,64742,1370,90,14751,3237,17988,406,9,403,7248
6/19/2020,772291,8956,176,0,65868,1126,83,8927,2791,11718,314,9,494,7742
6/20/2020,777672,5381,93,0,66139,271,18,5373,1849,7222,162,5,452,8194
6/21/2020,781552,3880,79,0,66284,145,16,3869,1358,5227,120,6,322,8516
6/22/2020,791623,10071,228,0,67390,1106,98,10033,3568,13601,416,8,747,9263
6/23/2020,802110,10487,189,0,68683,1293,129,10471,3603,14074,331,4,647,9910
6/24/2020,812751,10641,211,0,70002,1319,100,10604,3395,13999,343,13,660,10570
6/25/2020,822309,9558,206,0,71204,1202,109,9521,3126,12647,334,9,541,11111
6/26/2020,832517,10208,200,0,72456,1252,106,10209,3028,13237,329,8,765,11876
6/27/2020,838587,6070,134,0,72699,243,19,6051,1810,7861,191,4,667,12543
6/28/2020,843361,4774,69,0,72920,221,19,4782,1620,6402,120,4,575,13118
6/29/2020,855538,12177,201,0,74050,1130,100,12166,3963,16129,314,11,926,14044
6/30/2020,867947,12409,220,0,75277,1227,111,12356,3800,16156,345,9,1071,15115
7/1/2020,878912,10965,218,0,76376,1099,103,10952,3663,14615,318,12,1029,16144
7/2/2020,889225,10313,224,0,77491,1115,120,10306,3655,13961,344,15,1013,17157
7/3/2020,895306,6081,98,0,77919,428,61,6075,2334,8409,163,11,1147,18304
7/4/2020,898270,2964,61,0,78036,117,9,2956,1322,4278,107,14,521,18825
7/5/2020,903074,4804,100,0,78157,121,23,4786,1861,6647,135,20,668,19493
7/6/2020,915620,12546,239,0,79079,922,94,12514,4477,16991,349,20,1100,20593
7/7/2020,930539,14919,241,0,80152,1073,117,14884,4858,19742,325,21,1124,21717
7/8/2020,944857,14318,214,0,81095,943,89,14295,5217,19512,300,20,1281,22998
7/9/2020,957694,12837,253,0,82064,969,116,12789,4953,17742,353,19,1210,24208
7/10/2020,970902,13208,230,0,83213,1149,143,13192,5075,18267,328,9,1266,25474
7/11/2020,978444,7542,116,0,83501,288,34,7532,2686,10218,151,20,1158,26632
7/12/2020,983604,5160,89,0,83685,184,32,5147,1893,7040,108,36,944,27576
7/13/2020,998475,14871,267,0,84742,1057,116,14814,5305,20119,376,4,340,27916
7/14/2020,1013816,15341,233,0,85727,985,92,15319,5893,21212,314,25,1296,29212
7/15/2020,1029643,15827,300,0,86661,934,104,15802,5817,21619,381,5,358,29570
7/16/2020,1043174,13531,245,0,87593,932,108,13470,5212,18682,319,33,1351,30921
7/17/2020,1056349,13175,225,0,88571,978,142,13131,5173,18304,299,4,315,31236
7/18/2020,1064539,8190,129,0,88856,285,62,8170,2864,11034,169,25,1038,32274
7/19/2020,1070390,5851,74,0,88975,119,24,5850,2060,7910,110,18,825,33099
7/20/2020,1084053,13663,280,0,89893,918,76,13609,4814,18423,356,34,1261,34360
7/21/2020,1098636,14583,261,0,90926,1033,113,14561,5291,19852,338,36,1343,35703
7/22/2020,1112197,13561,260,0,91905,979,119,13522,5143,18665,329,51,1556,37259
7/23/2020,1126638,14441,259,0,92798,893,148,14392,6338,20730,347,28,1506,38765
7/24/2020,1139848,13210,259,0,93583,785,109,13174,5058,18232,330,32,1371,40136
7/25/2020,1148325,8477,160,0,93716,133,6,8461,3311,11772,197,49,1242,41378
7/26/2020,1153717,5392,102,0,93810,94,7,5364,2195,7559,126,29,1028,42406
7/27/2020,1170199,16482,363,0,94774,964,147,16374,6146,22520,433,37,1343,43749
7/28/2020,1188779,18580,320,0,95654,880,118,18497,8047,26544,397,41,1366,45115
7/29/2020,1205240,16461,315,0,96533,879,125,16375,6842,23217,382,22,1542,46657
7/30/2020,1221783,16543,340,0,97355,822,100,16444,7213,23657,421,41,1444,48101
7/31/2020,1237240,15457,322,0,98067,712,112,15404,6616,22020,396,6,349,48450
8/1/2020,1245375,8135,148,0,98256,189,35,8110,3134,11244,187,10,280,48730
8/2/2020,1251319,5944,112,0,98400,144,43,5926,2412,8338,135,27,1246,49976
8/3/2020,1270772,19453,362,0,99110,710,99,19368,8026,27394,425,19,1633,51609
8/4/2020,1287788,17016,308,0,99986,876,123,16945,8060,25005,390,20,1512,53121
8/5/2020,1305887,18099,334,0,100682,696,88,18035,7918,25953,408,36,1712,54833
8/6/2020,1322607,16720,360,0,101366,684,82,16641,7372,24013,444,27,1638,56471
8/7/2020,1339340,16733,303,0,102062,696,96,16656,6694,23350,361,17,1680,58151
8/8/2020,1349096,9756,168,0,102173,111,8,9727,3602,13329,217,20,1387,59538
8/9/2020,1355564,6468,86,0,102239,66,5,6451,2801,9252,105,13,1150,60688
8/10/2020,1376323,20759,366,0,102918,679,104,20659,9068,29727,454,31,1702,62390
8/11/2020,1394928,18605,266,0,103616,698,107,18536,9077,27613,331,12,535,62925
8/12/2020,1412175,17247,257,0,104244,628,103,17178,8247,25425,324,25,1703,64628
8/13/2020,1423793,11618,196,0,104692,448,28,11580,6162,17742,253,21,1637,66265
8/14/2020,1425685,1892,39,0,104872,180,12,1884,1347,3231,50,1,248,66513
8/15/2020,1425699,14,1,0,104872,0,0,14,13,27,1,0,0,66513
