Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New,First Molecular Test per person,Repeat Molecular Tests,All Molecular Tests,All Positive Molecular Tests,Antigen Positive New,Antigen New,Antigen Total
5/26/2020,558690,11204,867,0,42832,1519,130,11069,4367,15436,1542,20,303,1624
5/27/2020,568867,10177,694,0,44269,1437,153,10068,3879,13947,1224,12,233,1857
5/28/2020,578208,9341,645,0,45563,1294,177,9230,3589,12819,1164,8,231,2088
5/29/2020,588438,10230,533,0,46886,1323,138,10119,3528,13647,1022,15,217,2305
5/30/2020,594227,5789,270,0,47152,266,35,5748,1815,7563,463,10,172,2477
5/31/2020,597926,3699,162,0,47341,189,38,3660,1402,5062,298,6,142,2619
6/1/2020,607420,9494,508,0,48490,1149,165,9390,3508,12898,936,6,226,2845
6/2/2020,616867,9447,447,0,49592,1102,88,9359,3726,13085,881,9,223,3068
6/3/2020,626407,9540,462,0,50755,1163,124,9408,3708,13116,870,3,192,3260
6/4/2020,634984,8577,382,0,51825,1070,91,8489,3534,12023,749,2,171,3431
6/5/2020,643483,8499,339,0,53033,1208,150,8430,3093,11523,660,4,186,3617
6/6/2020,648052,4569,149,0,53321,288,33,4558,1708,6266,288,3,149,3766
6/7/2020,651594,3542,151,0,53493,172,24,3502,1464,4966,252,10,141,3907
6/8/2020,662266,10672,356,0,54503,1010,102,10628,3320,13948,678,6,189,4096
6/9/2020,673253,10987,345,0,55669,1166,109,10900,3457,14357,644,10,189,4285
6/10/2020,683501,10248,257,0,56867,1198,137,10220,3220,13440,560,12,243,4528
6/11/2020,693788,10287,229,0,58099,1232,106,10249,2838,13087,505,11,271,4799
6/12/2020,703832,10044,257,0,59340,1241,85,9992,3015,13007,485,9,269,5068
6/13/2020,708639,4807,98,0,59569,229,22,4795,1666,6461,193,7,205,5273
6/14/2020,712347,3708,77,0,59745,176,25,3688,1352,5040,146,6,212,5485
6/15/2020,723072,10725,235,0,60923,1178,114,10682,3449,14131,492,9,461,5946
6/16/2020,733501,10429,200,0,62131,1208,88,10398,3334,13732,390,13,434,6380
6/17/2020,748087,14586,249,0,63356,1225,115,14579,3452,18031,449,23,464,6844
6/18/2020,762866,14779,241,0,64727,1371,90,14749,3242,17991,406,9,403,7247
6/19/2020,771821,8955,176,0,65852,1125,83,8929,2793,11722,314,9,494,7741
6/20/2020,777198,5377,93,0,66122,270,17,5370,1851,7221,162,5,452,8193
6/21/2020,781078,3880,79,0,66267,145,16,3869,1358,5227,120,6,321,8514
6/22/2020,791143,10065,226,0,67373,1106,98,10029,3575,13604,414,8,747,9261
6/23/2020,801630,10487,190,0,68666,1293,129,10478,3616,14094,332,4,646,9907
6/24/2020,812263,10633,211,0,69985,1319,100,10603,3399,14002,344,13,660,10567
6/25/2020,821815,9552,205,0,71186,1201,108,9519,3128,12647,333,9,541,11108
6/26/2020,832023,10208,200,0,72439,1253,106,10213,3030,13243,329,8,765,11873
6/27/2020,838090,6067,134,0,72681,242,19,6050,1812,7862,191,4,667,12540
6/28/2020,842864,4774,71,0,72902,221,19,4785,1620,6405,122,4,574,13114
6/29/2020,855032,12168,202,0,74033,1131,100,12165,3972,16137,315,11,926,14040
6/30/2020,867440,12408,220,0,75262,1229,111,12359,3801,16160,345,9,1070,15110
7/1/2020,878400,10960,218,0,76361,1099,103,10955,3665,14620,318,12,1029,16139
7/2/2020,888713,10313,225,0,77477,1116,120,10314,3673,13987,345,15,1014,17153
7/3/2020,894799,6086,98,0,77905,428,61,6083,2334,8417,163,11,1147,18300
7/4/2020,897764,2965,61,0,78022,117,9,2958,1324,4282,107,14,520,18820
7/5/2020,902573,4809,101,0,78142,120,23,4793,1861,6654,136,20,667,19487
7/6/2020,915188,12615,239,0,79063,921,94,12588,4499,17087,349,20,1100,20587
7/7/2020,930122,14934,241,0,80148,1085,117,14908,4892,19800,325,21,1124,21711
7/8/2020,944476,14354,214,0,81095,947,89,14336,5234,19570,300,21,1281,22992
7/9/2020,957329,12853,254,0,82069,974,116,12812,4965,17777,354,19,1209,24201
7/10/2020,970554,13225,230,0,83219,1150,144,13213,5101,18314,329,9,1266,25467
7/11/2020,978141,7587,117,0,83506,287,34,7582,2699,10281,152,20,1158,26625
7/12/2020,983322,5181,89,0,83695,189,32,5169,1901,7070,108,36,944,27569
7/13/2020,998211,14889,268,0,84752,1057,116,14843,5336,20179,377,4,340,27909
7/14/2020,1013606,15395,232,0,85737,985,92,15377,5924,21301,314,25,1296,29205
7/15/2020,1029554,15948,299,0,86670,933,104,15930,5852,21782,381,5,358,29563
7/16/2020,1043118,13564,245,0,87602,932,108,13509,5235,18744,320,33,1350,30913
7/17/2020,1056346,13228,226,0,88580,978,142,13187,5189,18376,300,4,315,31228
7/18/2020,1064554,8208,129,0,88865,285,62,8190,2880,11070,169,25,1038,32266
7/19/2020,1070419,5865,75,0,88984,119,24,5864,2076,7940,111,18,825,33091
7/20/2020,1084118,13699,280,0,89965,981,100,13650,4842,18492,356,34,1263,34354
7/21/2020,1098740,14622,261,0,91000,1035,114,14607,5323,19930,339,36,1343,35697
7/22/2020,1112329,13589,262,0,92002,1002,119,13563,5172,18735,331,51,1556,37253
7/23/2020,1126835,14506,259,0,92923,921,147,14463,6377,20840,348,28,1509,38762
7/24/2020,1140118,13283,261,0,93708,785,110,13251,5096,18347,332,32,1411,40173
7/25/2020,1148650,8532,160,0,93842,134,6,8519,3327,11846,198,49,1255,41428
7/26/2020,1154091,5441,101,0,93936,94,7,5418,2216,7634,126,29,1029,42457
7/27/2020,1170628,16537,363,0,94898,962,146,16437,6180,22617,433,37,1343,43800
7/28/2020,1189301,18673,320,0,95777,879,118,18607,8081,26688,397,41,1366,45166
7/29/2020,1205829,16528,318,0,96659,882,126,16451,6886,23337,387,22,1541,46707
7/30/2020,1222452,16623,339,0,97479,820,98,16540,7250,23790,420,41,1442,48149
7/31/2020,1237969,15517,321,0,98192,713,112,15478,6650,22128,395,6,348,48497
8/1/2020,1246191,8222,148,0,98384,192,35,8199,3158,11357,188,11,304,48801
8/2/2020,1252163,5972,112,0,98530,146,43,5957,2435,8392,135,27,1253,50054
8/3/2020,1271733,19570,362,0,99298,768,99,19497,8074,27571,425,18,1676,51730
8/4/2020,1289114,17381,309,0,100179,881,123,17324,8103,25427,395,20,1570,53300
8/5/2020,1307322,18208,330,0,100877,698,88,18159,8057,26216,408,36,1785,55085
8/6/2020,1324139,16817,363,0,101571,694,82,16756,7469,24225,447,27,1706,56791
8/7/2020,1340942,16803,301,0,102277,706,93,16742,6790,23532,361,17,1764,58555
8/8/2020,1350787,9845,171,0,102390,113,9,9822,3637,13459,220,19,1431,59986
8/9/2020,1357309,6522,87,0,102457,67,5,6509,2826,9335,106,13,1168,61154
8/10/2020,1378441,21132,373,0,103223,766,102,21042,9413,30455,464,32,1775,62929
8/11/2020,1397795,19354,284,0,104003,780,110,19296,9435,28731,354,9,590,63519
8/12/2020,1417578,19783,308,0,104736,733,114,19727,9180,28907,390,23,1705,65224
8/13/2020,1436788,19210,352,0,105509,773,77,19169,8760,27929,443,23,1658,66882
8/14/2020,1456407,19619,346,0,106212,703,86,19543,8221,27764,414,28,1671,68553
8/15/2020,1466210,9803,152,0,106338,126,13,9777,3867,13644,186,5,331,68884
8/16/2020,1473905,7695,120,0,106426,88,5,7687,3226,10913,142,21,1416,70300
8/17/2020,1500389,26484,373,0,107121,695,107,26426,12430,38856,473,24,1857,72157
8/18/2020,1524467,24078,384,0,107750,629,68,24017,12727,36744,449,6,493,72650
8/19/2020,1547598,23131,341,0,108407,657,47,23023,12887,35910,402,29,1810,74460
8/20/2020,1569305,21707,353,0,109054,647,72,21627,13441,35068,420,25,1666,76126
8/21/2020,1588639,19334,273,0,109603,549,64,19288,12530,31818,358,24,1564,77690
8/22/2020,1600623,11984,147,0,109687,84,11,11919,6447,18366,191,25,1200,78890
8/23/2020,1609750,9127,94,0,109745,58,4,9107,5781,14888,115,20,1105,79995
8/24/2020,1632192,22442,326,0,110435,690,26,22335,20899,43234,408,23,1706,81701
8/25/2020,1647441,15249,182,0,110974,539,15,15186,17518,32704,241,11,463,82164
8/26/2020,1649815,2374,56,0,111148,174,6,2360,1935,4295,78,4,397,82561
8/27/2020,1649836,21,0,0,111148,0,0,21,11,32,0,0,12,82573
