date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,totalTestResults,lastModified,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash,positiveIncrease7d,deathIncrease7d,inIcuCurrently7d,onVentilatorCurrently7d,dPositiveIncrease7d,dDeathIncrease7d,dInIcuCurrently7d,dOnVentilatorCurrently7d
2020-07-20,56,3818170,42851850,3003,58370,279030,6557,12475,2403,1223,1160087,2020-07-20T00:00:00Z,133087,279030,47433340,2020-07-20T00:00:00Z,0,0,363,1647,654148,57041,719832,4de059edc5292794d46bda886357742cef1d3e8f,66087.71428571429,750.5714285714286,6385.857142857143,2336.8571428571427,0.09442112883307807,0.04849331470764384,0.07999516791495465,0.07590107866350992
2020-07-21,56,3882100,43538211,3197,59364,281581,6711,12629,2414,1242,1182931,2020-07-21T00:00:00Z,134126,281581,48202480,2020-07-21T00:00:00Z,0,0,1039,2551,686361,63930,769140,0cbd5a8ad5d336aac0059496cdce2a74b12f9a0e,66265.28571428571,793.8571428571429,6453.857142857143,2358.4285714285716,0.06952930814245706,0.15194859038142683,0.08097049745172602,0.07417528791723615
2020-07-22,56,3951433,44265316,3051,59596,283829,10457,12790,2440,1258,1210849,2020-07-22T00:00:00Z,135297,283829,49014244,2020-07-22T00:00:00Z,0,0,1171,2248,727105,69333,811764,361732d3bb17dabb325c1b5a1040dfaa0e22b83c,66770.42857142857,838.5714285714286,7045.285714285715,2376,0.06997278098652493,0.20410256410256444,0.167653186854815,0.07206394224571433
2020-07-23,56,4022986,45034837,3179,59718,286338,10414,12933,2465,1280,1233269,2020-07-23T00:00:00Z,136353,286338,49868443,2020-07-23T00:00:00Z,0,0,1056,2509,769521,71553,854199,28f14e470db251350a4b00fc70ca2904a446e154,66844.28571428571,854.1428571428571,7624.571428571428,2397.1428571428573,0.042798625380539024,0.20665993945509586,0.2484678362573094,0.06851757514009194
2020-07-24,56,4098221,45886042,3409,59682,289370,10395,13182,2711,1297,1261624,2020-07-24T00:00:00Z,137529,289370,50810596,2020-07-24T00:00:00Z,0,0,1176,3032,851205,75235,942153,5dd6fb781806b028ce87b9db5d1212867527c4ba,66614.71428571429,886.2857142857143,8187.857142857143,2448.285714285714,0.016570671154691574,0.22802850356294568,0.3234886620791564,0.08058007566204317
2020-07-25,56,4162962,46602011,3377,59301,291347,10380,13279,2729,1300,1279414,2020-07-25T00:00:00Z,138552,291347,51604308,2020-07-25T00:00:00Z,0,0,1023,1977,715969,64741,793712,eda1e9cd6451e9ad70c2c08f89d0154a2732e0ba,66584.71428571429,907.8571428571429,8756.857142857143,2503.4285714285716,0.01157874632670497,0.22992065028062725,0.4006489351978799,0.09292752900087398
2020-07-26,56,4223962,47382065,3361,58621,292782,10353,13343,2723,1336,1297863,2020-07-26T00:00:00Z,139111,292782,52455433,2020-07-26T00:00:00Z,0,0,559,1435,780054,61000,851125,6fef420e4abc47db27dcf78a930b536fc798fdae,66119,912.4285714285714,9323.857142857143,2555,-0.0018826584085599452,0.22403219624377124,0.47602786195666935,0.10305908474158154
2020-07-27,56,4279294,48089207,3398,58897,294472,10328,13412,2720,1356,1325804,2020-07-27T00:00:00Z,140171,294472,53234626,2020-07-27T00:00:00Z,0,0,1060,1690,707142,55332,779193,455e4fba04269d1bcb9a49bdee5fd4402e2431d7,65874.85714285714,1012,9862.57142857143,2600.285714285714,-0.003220827731111653,0.34830605253140456,0.5444397217064512,0.11272771732485642
2020-07-28,56,4338297,48792892,3600,57091,299144,10463,13559,2752,1372,1355363,2020-07-28T00:00:00Z,141293,299144,54016062,2020-07-28T00:00:00Z,0,0,1122,4672,703685,59003,781436,901022f871e846fe1c04782b6d50e29068ae0171,65171,1023.8571428571429,10398.57142857143,2648.5714285714284,-0.016513710044260055,0.2897246715853874,0.6112180977045829,0.12302380519716527
2020-07-29,56,4402705,49560100,3840,57339,302078,10539,13744,2772,1400,1390568,2020-07-29T00:00:00Z,142785,302078,54866494,2020-07-29T00:00:00Z,0,0,1492,2934,767208,64408,850432,163be30358b1f2a3647fdc126e60a749be31a6b8,64467.42857142857,1069.7142857142858,10410.285714285714,2696,-0.034491316729176824,0.27563884156729035,0.4776243486019025,0.1346801346801343
2020-07-30,56,4472123,50298050,3947,56427,305461,10523,13875,2760,1415,1413957,2020-07-30T00:00:00Z,144044,305461,55696390,2020-07-30T00:00:00Z,0,0,1259,3383,737950,69418,829896,decc0adb5fc5e66345496431d6dfc60ab48c4e2b,64162.42857142857,1098.7142857142858,10425.857142857143,2738.1428571428573,-0.040120963433139645,0.2863355076099685,0.3674023832721298,0.14225268176400463
2020-07-31,56,4539746,50955877,3956,55593,308088,10472,14044,2703,1437,1438160,2020-07-31T00:00:00Z,145356,308088,56624553,2020-07-31T00:00:00Z,0,0,1312,2627,657827,67623,928163,d9a5108222ab59994b26a0a46dcbe87f3da6abc0,63075,1118.142857142857,10436.857142857143,2737,-0.053137123286788546,0.26160541586073505,0.2746750414376695,0.11792507877231895
2020-08-01,56,4600847,51629781,3975,54470,310406,10450,14227,2698,1445,1461885,2020-08-01T00:00:00Z,146546,310406,57376472,2020-08-01T00:00:00Z,0,0,1190,2318,673904,61101,751919,7032450b9e2d6cba1d9512cf3c9fccfa0cb12f49,62555,1142,10446.857142857143,2732.5714285714284,-0.06052011079333908,0.2579071597167588,0.19299161473457516,0.09153161378680608
2020-08-02,56,4647659,52273107,3888,54017,311223,10415,14288,2645,1448,1468689,2020-08-02T00:00:00Z,147044,311223,58080232,2020-08-02T00:00:00Z,0,0,498,817,643326,46812,703760,6391458401c77d51dffbe8cb29e9858165fe95b8,60528.142857142855,1133.2857142857142,10455.714285714286,2721.4285714285716,-0.08455749698055282,0.24205417253796746,0.12139365988937811,0.065138384120772
2020-08-03,56,4697372,52965810,3662,53377,312947,10230,14370,2659,1463,1513446,2020-08-03T00:00:00Z,147563,312947,58845962,2020-08-03T00:00:00Z,0,0,519,1724,692703,49713,765730,0a28f6b43885e23d9fafde49e92a598fe87dad62,59725.42857142857,1056,10441.714285714286,2712.714285714286,-0.09335016177860911,0.043478260869564966,0.05872128393058773,0.043237006922316024
2020-08-04,56,4749238,53625363,3789,53326,317437,10207,14537,2701,1493,1528979,2020-08-04T00:00:00Z,148818,317437,59577016,2020-08-04T00:00:00Z,0,0,1255,4490,659553,51866,731054,62d06b02fe19504ad51ebd2028335476e374c13f,58705.857142857145,1075,10405.142857142857,2705.4285714285716,-0.09920275670379164,0.0499511650620903,6.319549388653645e-4,0.021467098166127574
2020-08-05,56,4801562,54268978,3842,53353,319706,9986,14687,2719,1524,1577851,2020-08-05T00:00:00Z,150164,319706,60289478,2020-08-05T00:00:00Z,0,0,1346,2269,643615,52324,712462,e8353bacd160799afc93174494a6f4b266eac94e,56979.57142857143,1054.142857142857,10326.142857142857,2697.8571428571427,-0.11614946196528897,-0.01455662393162338,-0.008082665495664498,6.888512081393294e-4
2020-08-06,56,4855749,54960377,3903,53132,322388,9994,14810,2718,1534,1598624,2020-08-06T00:00:00Z,151415,322388,61074713,2020-08-06T00:00:00Z,0,0,1251,2682,691399,54187,785235,1a33df44751176df1169b1ca5be035f7ce9ac1d3,54803.71428571428,1053,10250.57142857143,2691.8571428571427,-0.145859726542235,-0.041607073202444944,-0.016812595058989466,-0.01690405384254179
2020-08-07,56,4917094,55676096,3988,51207,330424,9691,14925,2617,1549,1623870,2020-08-07T00:00:00Z,152748,330424,61878241,2020-08-07T00:00:00Z,0,0,1333,8036,715719,61345,803528,6c782caadac3e4666ee823259ea4df59b9709340,53906.857142857145,1056,10139,2679.5714285714284,-0.14535303776683117,-0.05557684936757412,-0.028538969038298223,-0.02098230596586459
2020-08-08,56,4970806,56298076,3888,49911,331838,9662,15024,2566,1561,1643137,2020-08-08T00:00:00Z,153837,331838,62566943,2020-08-08T00:00:00Z,0,0,1089,1414,621980,53712,688702,24842e1c5098a5001bf90bf4e3a6edcc7f810c43,52851.28571428572,1041.5714285714287,10026.42857142857,2660.714285714286,-0.15512292040147468,-0.0879409557167875,-0.040244502789629655,-0.02629652864910026
2020-08-09,56,5021433,56965015,3871,48899,332693,9307,15081,2507,1578,1656888,2020-08-09T00:00:00Z,154453,332693,63293095,2020-08-09T00:00:00Z,0,0,616,855,666939,50627,726152,64c9fb3844d9241f8f24c8c42ade7a8abab5ea2c,53396.28571428572,1058.4285714285713,9868.142857142857,2641,-0.11782712646065463,-0.06605319551241606,-0.05619620166689532,-0.02955380577427824
2020-08-10,56,5063522,57658417,3966,48635,334347,9216,15158,2533,1592,1670755,2020-08-10T00:00:00Z,154879,334347,64046250,2020-08-10T00:00:00Z,0,0,426,1654,693402,42089,753155,35d44ddf3eb5a96ff7190ecef48077d2c6ad16cf,52307.142857142855,1045.142857142857,9723.285714285714,2623,-0.12420648778457688,-0.010281385281385003,-0.06880369944727083,-0.033071778398020446
2020-08-11,56,5119223,58357174,4118,48498,337062,9136,15331,2415,1612,1714960,2020-08-11T00:00:00Z,156205,337062,64802366,2020-08-11T00:00:00Z,0,0,1326,2715,698757,55701,756116,725adca4a2d2d7050dcba4e28961ea145bf34ad9,52855,1055.2857142857142,9570.285714285714,2582.1428571428573,-0.09966394202574158,-0.018338870431893417,-0.0802350486023391,-0.04556975393388962
2020-08-12,56,5175357,58796198,4174,47991,340117,9555,15524,2604,1629,1755225,2020-08-12T00:00:00Z,157724,340117,65289850,2020-08-12T00:00:00Z,0,0,1519,3055,439024,56134,487484,7576f0285a8fd08632685961ffb3637c9bee3a87,53399.28571428572,1080,9508.714285714286,2565.714285714286,-0.06283454972584179,0.024529068979536772,-0.07916107521823912,-0.04898067249139604
2020-08-13,56,5227116,59639733,4239,47218,342802,9487,15629,2579,1649,1774648,2020-08-13T00:00:00Z,158887,342802,66215047,2020-08-13T00:00:00Z,0,0,1163,2685,843535,51759,925197,3335d8cdc79f7296c9c242062f9012cc02581764,53052.42857142857,1067.4285714285713,9436.285714285714,2545.8571428571427,-0.03195560259210839,0.013702347035679852,-0.07943808010703146,-0.05423764793291963
2020-08-14,56,5282752,60438637,4415,45776,345014,9277,15764,2549,1665,1796326,2020-08-14T00:00:00Z,160103,345014,67100533,2020-08-14T00:00:00Z,0,0,1216,2212,798904,55636,885486,9fad47379c9ec1cf404176d271a87c3fa69360d9,52236.857142857145,1050.7142857142858,9377.142857142857,2536.1428571428573,-0.030979361226242452,-0.005005411255410874,-0.07514125089822943,-0.05352668337154165
2020-08-15,56,5338901,61131947,4452,44795,347045,9087,15891,2526,1663,1818546,2020-08-15T00:00:00Z,161324,347045,67880152,2020-08-15T00:00:00Z,0,0,1221,2031,693310,56149,779619,1259e5b66fa34706a2084ab3a8eb9fbab61453ef,52585,1069.5714285714287,9295,2530.4285714285716,-0.005038396146600399,0.026882457824715544,-0.07295006055424924,-0.04896644295302033
2020-08-16,56,5381388,61872546,4302,44046,347694,8958,15924,2481,1665,1833096,2020-08-16T00:00:00Z,161943,347694,68688209,2020-08-16T00:00:00Z,0,0,619,649,740599,42487,808057,a1703641cd5e29a17ed501305e73a8d19680618d,51422.142857142855,1070,9245.142857142857,2526.714285714286,-0.036971538951345195,0.010932649480361212,-0.06313244640039284,-0.043273651755287634
2020-08-17,56,5419268,62498392,4298,43485,348961,8871,15985,2447,1678,1865580,2020-08-17T00:00:00Z,162350,348961,69374016,2020-08-17T00:00:00Z,0,0,407,1267,625846,37880,685807,f0dc8fd1a247f57771b9822c232a978217d12c48,50820.857142857145,1067.2857142857142,9195.857142857143,2514.4285714285716,-0.028414584186808534,0.02118644067796538,-0.054243862304042545,-0.04139208104133674
2020-08-18,56,5460063,63115251,4412,43758,351234,8866,16123,2468,1695,1889170,2020-08-18T00:00:00Z,163546,351234,70047753,2020-08-18T00:00:00Z,0,0,1196,2273,616859,40795,673737,ef063c3af36e174c22f104f6e4f109767aeea79b,48691.42857142857,1048.7142857142858,9157.285714285714,2522,-0.07877346378907246,-0.006227155814268359,-0.04315440649629809,-0.02329183955740033
2020-08-19,56,5505018,63760074,4374,43330,353266,8744,16377,2371,1705,1924875,2020-08-19T00:00:00Z,164966,353266,70751670,2020-08-19T00:00:00Z,0,0,1420,2032,644823,44955,703917,a9067c53ea343be6cf8f910be44d9862c70744d1,47094.42857142857,1034.5714285714287,9041.42857142857,2488.714285714286,-0.11807006514265928,-0.042063492063492136,-0.049142891483000106,-0.030011135857460958
2020-08-20,56,5548776,64394152,4170,41988,355276,8483,16487,2335,1716,1946866,2020-08-20T00:00:00Z,166100,355276,71477960,2020-08-20T00:00:00Z,0,0,1134,2010,634078,43758,726290,88dbf68a505567d95c8480635ea4fae416e8ebbe,45951.42857142857,1030.4285714285713,8898,2453.8571428571427,-0.13384872646196322,-0.03466274089935695,-0.05704423653374613,-0.036137141574546616
2020-08-21,56,5595337,65091206,4199,40951,357093,8357,16563,2286,1730,1965056,2020-08-21T00:00:00Z,167223,357093,72263009,2020-08-21T00:00:00Z,0,0,1123,1817,697054,46561,785049,db14b58e43f34735e73655b8f9885e3c746d8758,44655,1017.1428571428571,8766.57142857143,2416.285714285714,-0.1451438229164963,-0.03195105370496287,-0.0651127361365017,-0.04725961809271639
2020-08-22,56,5641573,65801499,4154,39894,358630,8207,16657,2204,1736,1985493,2020-08-22T00:00:00Z,168252,358630,73057263,2020-08-22T00:00:00Z,0,0,1029,1537,710293,46236,794254,602a36fac87fc308d789abc76165df52845770f8,43238.857142857145,989.7142857142857,8640.857142857143,2370.285714285714,-0.17773400888357582,-0.07466274876452561,-0.07037577806808537,-0.06328685146502533
2020-08-23,56,5679139,66379446,4149,39017,359404,7949,16697,2131,1737,1997782,2020-08-23T00:00:00Z,168824,359404,73702587,2020-08-23T00:00:00Z,0,0,572,774,577947,37566,645324,cbd9c63f8e61ddaa593a95344d703b824581043c,42535.857142857145,983,8496.714285714286,2320.285714285714,-0.17281049020016304,-0.08130841121495325,-0.0809537054206082,-0.08169842257024962
2020-08-24,56,5713782,67027456,4143,38673,360453,7851,16787,2118,1764,2020774,2020-08-24T00:00:00Z,169167,360453,74416058,2020-08-24T00:00:00Z,0,0,343,1049,648010,34643,713471,78940931b76a8a2c8396d6b2b2f0cdaa7ca27c17,42073.42857142857,973.8571428571429,8351,2273.285714285714,-0.17212280672164992,-0.08753848213090576,-0.0918736698202598,-0.09590364183853206
2020-08-25,56,5750161,67625238,4091,38779,362452,7863,16920,2163,1789,2053699,2020-08-25T00:00:00Z,170314,362452,75080062,2020-08-25T00:00:00Z,0,0,1147,1999,597782,36379,664004,8ba2ed742b0becd1df56a12052f31ead343c3e61,41442.57142857143,966.8571428571429,8207.714285714286,2229.714285714286,-0.14887337166999082,-0.07805476093175323,-0.10369573017581624,-0.11589441486348684
2020-08-26,56,5794214,68256910,4081,38401,364325,7737,17046,2142,1809,2084465,2020-08-26T00:00:00Z,171612,364325,75760643,2020-08-26T00:00:00Z,0,0,1298,1873,631672,44053,680581,47bb041a4b7c7a4c5fd0fa922a8e2c1bc55359b5,41313.71428571428,949.4285714285714,8063.857142857143,2197,-0.12274730708212289,-0.08229770781552104,-0.10812134618423208,-0.11721485563400502
2020-08-27,56,5838198,68954986,11168,37464,365993,7717,17181,2125,1831,2101326,2020-08-27T00:00:00Z,172741,365993,76552264,2020-08-27T00:00:00Z,0,0,1129,1668,698076,43984,791621,d1319c6319ca4860583d47e8d6b0b210de25f19b,41346,948.7142857142857,7954.428571428572,2167,-0.10022383883603814,-0.0793012616109805,-0.10604309154545133,-0.11690050649123795
2020-08-28,56,5884746,69680696,10428,37239,367588,7558,17304,2086,1856,2118367,2020-08-28T00:00:00Z,173764,367588,77370963,2020-08-28T00:00:00Z,0,0,1023,1595,725710,46548,818699,007e236f8e44a17dce383616ccee5d299c7519fe,41344.142857142855,934.4285714285714,7840.285714285715,2138.4285714285716,-0.07414303309499737,-0.08132022471910128,-0.10566111527555944,-0.11499349651176549
2020-08-29,56,5929247,70400432,11151,36428,368884,7413,17401,2062,1864,2140631,2020-08-29T00:00:00Z,174779,368884,78186385,2020-08-29T00:00:00Z,0,0,1015,1296,719736,44501,815422,55a70a7d6b531ac9251d690972ffe2f09f51fdc9,41096.28571428572,932.4285714285714,7726.857142857143,2118.1428571428573,-0.049551990273299706,-0.05788106235565782,-0.10577654333234254,-0.10637656702025111
2020-08-30,56,5968748,71100440,11148,35726,369564,7268,17439,2055,1870,2153963,2020-08-30T00:00:00Z,175254,369564,78960720,2020-08-30T00:00:00Z,0,0,475,680,700008,39501,774335,6330911a8689924efb2b8542ce4b75de2a67bc29,41372.71428571428,918.5714285714286,7629.571428571428,2107.285714285714,-0.027344996322430815,-0.06554279901177162,-0.10205625704053678,-0.09179903952715196
2020-08-31,56,6000154,71749439,11128,35352,370380,7043,17537,2077,1877,2184825,2020-08-31T00:00:00Z,175620,370380,79665850,2020-08-31T00:00:00Z,0,0,366,816,648999,31406,705130,c17681a87a3f302565eeac721137a3776dd72496,40910.28571428572,921.8571428571429,7514.142857142857,2101.4285714285716,-0.027645544863742266,-0.05339592195980625,-0.10021041107138651,-0.07559856720919989
2020-09-01,56,6042587,72405542,6647,35271,372217,7090,17655,2042,1902,2202682,2020-09-01T00:00:00Z,176647,372217,80398263,2020-09-01T00:00:00Z,0,0,1027,1837,656103,42433,732413,08308e2b77bf463699a26e246623462723fc1897,41775.142857142855,904.7142857142857,7403.714285714285,2084.1428571428573,0.008024874352803524,-0.06427304964539016,-0.09795662617050216,-0.06528703229113286
2020-09-02,56,6073190,73019975,9293,35569,373864,7087,17784,2024,1918,2231757,2020-09-02T00:00:00Z,177679,373864,81082167,2020-09-02T00:00:00Z,0,0,1032,1647,614433,30603,683904,4313ca187b2017dcd788a1fae4d8d719d67509d3,39853.71428571428,866.7142857142857,7310.857142857143,2067.285714285714,-0.035339354624545405,-0.08712007222389373,-0.09337963044980213,-0.059041550165810475
2020-09-03,56,6117904,73699205,9987,34682,375400,6921,17894,2042,1928,2266957,2020-09-03T00:00:00Z,178749,375400,81880356,2020-09-03T00:00:00Z,0,0,1070,1536,679230,44714,798189,7b2471b2f209e34c2943979986acf269c426a215,39958,858.2857142857143,7197.142857142857,2055.4285714285716,-0.03357035747109727,-0.09531697033579278,-0.09520303155474852,-0.051486584481508224
2020-09-04,56,6169495,74549817,10118,34099,376639,6924,18012,1995,1943,2283454,2020-09-04T00:00:00Z,179747,376639,82830061,2020-09-04T00:00:00Z,0,0,998,1239,850612,51591,949705,d4ab71ef0c5654ff0f6cc05c77f8708d74cd9fea,40678.42857142857,854.7142857142857,7106.571428571428,2042.4285714285713,-0.01610177983407679,-0.08530805687203802,-0.09358259538646563,-0.0448927784087112
2020-09-05,56,6214400,75310873,9021,33502,377926,6766,18089,1956,1956,2302203,2020-09-05T00:00:00Z,180665,377926,83706621,2020-09-05T00:00:00Z,0,0,918,1287,761056,44905,876560,aaa1a677f08047608e71fa894a262fca59fdd183,40736.142857142855,840.8571428571429,7014.142857142857,2027.2857142857142,-0.008763391894992756,-0.09820744599356579,-0.09223857417541748,-0.042894719093545475
2020-09-06,56,6247517,76013582,8946,32372,378415,6700,18125,1912,1960,2316020,2020-09-06T00:00:00Z,181114,378415,84488974,2020-09-06T00:00:00Z,0,0,449,489,702709,33117,782353,02fd0d24303b64715b8d2157ebbc3890378b2de0,39824.142857142855,837.1428571428571,6933,2006.857142857143,-0.03742977600834296,-0.08864696734059108,-0.09129889340348618,-0.04765778591281877
2020-09-07,56,6276199,76573198,8986,31999,378907,6630,18156,1879,1967,2333583,2020-09-07T00:00:00Z,181339,378907,85104245,2020-09-07T00:00:00Z,0,0,225,492,559616,28682,615271,eb74b9b69d7e66edd72015dac4d82ad29be1ee56,39435,817,6874,1978.5714285714287,-0.03606148645817331,-0.11374554470788789,-0.08519173368315058,-0.05846363018354883
2020-09-08,56,6298422,77059685,8983,32262,379866,6542,18189,1879,1975,2359111,2020-09-08T00:00:00Z,181697,379866,85644289,2020-09-08T00:00:00Z,0,0,358,959,486487,22223,540044,91779686a6eb0496f5b165cf5b0e45f9b47fa6bb,36547.857142857145,721.4285714285714,6795.714285714285,1955.2857142857142,-0.1251290924883557,-0.20258960997947206,-0.08212094315594365,-0.06182740420864985
2020-09-09,56,6329405,77613114,6551,32562,381926,6646,18322,1903,1994,2387479,2020-09-09T00:00:00Z,182780,381926,86270469,2020-09-09T00:00:00Z,0,0,1083,2060,553429,30983,626180,9ac7c6cdf3a9e6d0c90c407db3cc60dccf78d41e,36602.142857142855,728.7142857142857,6732.714285714285,1938,-0.0815876634549213,-0.1592220207680901,-0.07908003751758641,-0.06253887084513798
2020-09-10,56,6366986,78189575,10530,32421,383458,6531,18453,1925,2008,2403511,2020-09-10T00:00:00Z,183950,383458,86960770,2020-09-10T00:00:00Z,0,0,1170,1532,576461,37581,690301,0b4109f6b912176ed2cad211edef13d456dd8bbf,35583.142857142855,743,6677,1921.2857142857142,-0.10948638928017318,-0.13432090545938724,-0.07227074235807973,-0.06526271893244395
2020-09-11,56,6411913,78910645,10813,31421,385011,6379,18549,1715,2031,2417878,2020-09-11T00:00:00Z,184968,385011,87787128,2020-09-11T00:00:00Z,0,0,1018,1553,721070,44927,826358,2a0228699277a3a1d0c24a18ee6be96ae46803fc,34631.142857142855,745.8571428571429,6599.142857142857,1881.2857142857142,-0.14866075034503945,-0.12736085575798084,-0.0714027258473049,-0.0788976708400364
2020-09-12,56,6454000,79717367,10403,30655,386087,6451,18648,1619,2051,2438903,2020-09-12T00:00:00Z,185778,386087,88690493,2020-09-12T00:00:00Z,0,0,810,1076,806722,42087,903365,ae91680c4fd34239b361ce261527c4ffce526a82,34228.57142857143,730.4285714285714,6554.142857142857,1833.142857142857,-0.15974932755397975,-0.13132857628270456,-0.06558178374304979,-0.09576492142907522
2020-09-13,56,6488453,80329804,10467,29810,386679,6233,18692,1562,2056,2450184,2020-09-13T00:00:00Z,186167,386679,89418713,2020-09-13T00:00:00Z,0,0,389,592,612437,34453,728220,363e4c22825f561c50b0eb1b0da9c49101422e2a,34419.42857142857,721.8571428571429,6487.428571428572,1783.142857142857,-0.13571451631996323,-0.13771331058020453,-0.06426819970740305,-0.11147494305239225
2020-09-14,56,6522317,80701552,10494,29895,387616,6238,18748,1507,2061,2477942,2020-09-14T00:00:00Z,186571,387616,89864549,2020-09-14T00:00:00Z,0,0,404,937,371748,33864,445836,f413abdc5f6b497a500efc84aaba27e27d840fdb,35159.71428571428,747.4285714285714,6431.428571428572,1730,-0.10841348330888045,-0.08515474733344985,-0.06438339083087297,-0.12563176895306905
2020-09-15,56,6557762,81351140,4966,30328,389107,6310,18847,1572,2071,2495127,2020-09-15T00:00:00Z,187602,389107,90589305,2020-09-15T00:00:00Z,0,0,1031,1491,649588,35445,724756,4d696ccbdcfa5fe19e9c8c2a49a7d3bc8ed2b69b,37048.57142857143,843.5714285714286,6398.285714285715,1686.142857142857,0.013700236480545414,0.16930693069306857,-0.05848223670380548,-0.13764886388543884
2020-09-16,56,6597783,81976741,10587,30278,390624,6308,18961,1651,2090,2525573,2020-09-16T00:00:00Z,188802,390624,91318942,2020-09-16T00:00:00Z,0,0,1200,1517,625601,40021,729637,b4113987b56d6bf2844e68a1c937544a18a96df7,38339.71428571428,860.2857142857143,6350,1650.142857142857,0.04747184981363284,0.18055283277788714,-0.05684398141271807,-0.14853309744950638
2020-09-17,56,6641341,82709952,11768,29900,392173,6278,19057,1658,2092,2540334,2020-09-17T00:00:00Z,189665,392173,92160883,2020-09-17T00:00:00Z,0,0,863,1549,733211,43558,841941,432bd71bd052e0ad18c96ecac29082a3a853cf4f,39193.57142857143,816.4285714285714,6313.857142857143,1612,0.1014645779301595,0.09882714862526387,-0.054387128522219164,-0.16097851141348818
2020-09-18,56,6688827,83566093,11805,29501,393632,6175,19163,1608,2107,2557862,2020-09-18T00:00:00Z,190566,393632,93145887,2020-09-18T00:00:00Z,0,0,901,1459,856141,47486,985004,6d4c4601411774894c99c91d4c25d4cef25f7131,39559.142857142855,799.7142857142857,6284.714285714285,1596.7142857142858,0.14229966421635365,0.07220838919747208,-0.04764688054725774,-0.1512643329030301
2020-09-19,56,6734366,84512983,13217,29035,394699,6070,19243,1577,2111,2577467,2020-09-19T00:00:00Z,191306,394699,94211956,2020-09-19T00:00:00Z,0,0,740,1067,946890,45539,1066069,ad566f5484b15ef7970c88a02dc945717241ae80,40052.28571428572,789.7142857142857,6230.285714285715,1590.7142857142858,0.17014190317195488,0.08116565617054516,-0.04941258527866754,-0.13224750623441384
2020-09-20,56,6770661,85303584,13192,28608,395215,6015,19281,1595,2112,2589239,2020-09-20T00:00:00Z,191633,395215,95117279,2020-09-20T00:00:00Z,0,0,327,516,790601,36295,905323,115ac58aff38e5689a3a935446d32695d36e5752,40315.42857142857,780.8571428571429,6199.142857142857,1595.4285714285713,0.17129860211840464,0.08173362358994685,-0.04443759358759891,-0.10527159109117112
2020-09-21,56,6810133,85942856,13241,28755,396355,6071,19353,1572,2116,2615974,2020-09-21T00:00:00Z,191920,396355,95842590,2020-09-21T00:00:00Z,0,0,287,1140,639272,39472,725311,35f2217a40f04df2a93c8577b4f1b83a8c97c558,41116.57142857143,764.1428571428571,6175.285714285715,1604.7142857142858,0.16942279719484166,0.022362385321100575,-0.039826743669479914,-0.07241948802642406
2020-09-22,56,6859572,86615497,7999,29459,397801,6111,19324,1562,2130,2646959,2020-09-22T00:00:00Z,192774,397801,96612543,2020-09-22T00:00:00Z,0,0,854,1446,672641,49439,769953,b740122e3892c1c8bc2bc5b38bd50e429a1b6cf0,43115.71428571428,738.8571428571429,6146.857142857143,1603.2857142857142,0.16376185702166834,-0.12413209144792547,-0.03929624006430288,-0.049140049140049435
2020-09-23,56,6898139,87416375,10535,29905,399252,6113,19452,1544,2154,2672338,2020-09-23T00:00:00Z,193931,399252,97536247,2020-09-23T00:00:00Z,0,0,1157,1451,800878,38567,923704,b4fe7067370631b26f8e988fd2524b5691235a09,42908,732.7142857142857,6119,1588,0.11915283667066623,-0.14828960478246445,-0.03637795275590594,-0.037659077136179
2020-09-24,56,6941911,88239824,12008,30043,400840,6168,19555,1560,2177,2710183,2020-09-24T00:00:00Z,194852,400840,98476600,2020-09-24T00:00:00Z,0,0,921,1588,823449,43772,940353,375a88dd29991abc1946cd7f98f4f20a9e37fb5d,42938.57142857143,741,6103.285714285715,1574,0.0955513841555653,-0.09238845144356955,-0.03335067991039997,-0.023573200992555554
2020-09-25,56,6997437,89096343,10905,29769,402171,6133,19919,1506,2264,2727335,2020-09-25T00:00:00Z,195696,402171,99488275,2020-09-25T00:00:00Z,0,0,844,1331,856519,55526,1011675,8d311e73fe038522a1a6be4bc3202de206ec0adb,44087.142857142855,732.8571428571429,6097.285714285715,1559.4285714285713,0.114461529572357,-0.08360128617363383,-0.029822926374650116,-0.023351525454056943
2020-09-26,56,7045273,89985494,11183,29554,403325,6057,20002,1509,2272,2750459,2020-09-26T00:00:00Z,196565,403325,100507030,2020-09-26T00:00:00Z,0,0,869,1154,889151,47836,1018755,16075f11d704d0c5befc819ae4a9a32f47069729,44415.28571428572,751.2857142857143,6095.428571428572,1549.7142857142858,0.10893260951755934,-0.04866136034732216,-0.02164541869210279,-0.025774584643017295
2020-09-27,56,7080727,90655018,11136,29434,404085,6080,20050,1511,2277,2766304,2020-09-27T00:00:00Z,196872,404085,101332278,2020-09-27T00:00:00Z,0,0,307,760,669524,35454,825248,19b8b285032c1ec14392f20904a8d0ac3d57dac2,44295.142857142855,748.4285714285714,6104.714285714285,1537.7142857142858,0.0987144234040147,-0.04152945481156267,-0.015232520624969492,-0.03617478510028649
