date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,totalTestResults,lastModified,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash,positiveIncrease7d,deathIncrease7d,inIcuCurrently7d,onVentilatorCurrently7d,dPositiveIncrease7d,dDeathIncrease7d,dInIcuCurrently7d,dOnVentilatorCurrently7d
2020-05-11,56,1352272,8053622,1989,46372,157957,11148,6488,6350,551,232142,2020-05-11T00:00:00Z,77514,157957,9572470,2020-05-11T00:00:00Z,0,0,892,1238,365238,18377,391193,1b7c99af1696643af0b37b3ad2a52c56bbc373ab,23852.571428571428,1760.7142857142858,11865.57142857143,6103.571428571428,-0.13013941275762253,-0.016596186068778662,-0.0924299044996616,0.27808190493284357
2020-05-12,56,1375162,8340605,1803,47402,159536,11240,5595,6352,559,238857,2020-05-12T00:00:00Z,79001,159536,9896470,2020-05-12T00:00:00Z,0,0,1487,1579,286983,22890,324000,4e84ea93e3808e3158984e3381ea6290fb7731a6,23916.285714285714,1622.857142857143,11667.285714285714,6322.714285714285,-0.11473624095773982,-0.1202663982033606,-0.09839486001942965,0.3216770687132309
2020-05-13,56,1396447,8639769,1983,46742,161345,10990,6713,6156,572,243430,2020-05-13T00:00:00Z,80705,161345,10217615,2020-05-13T00:00:00Z,0,0,1704,1809,299164,21285,321145,047db7a120dd347c2fe948e576de7a4e8268b319,23369.14285714286,1587.7142857142858,11454.714285714286,6523.142857142857,-0.13014532673256785,-0.08526748971193399,-0.10437074848928396,0.3653271139815808
2020-05-14,56,1423232,8978480,2673,45635,164551,10655,6795,5940,582,246414,2020-05-14T00:00:00Z,82585,164551,10590144,2020-05-14T00:00:00Z,0,0,1880,3206,338711,26785,372529,e58b57360a7c259f9d6b70ec9386777614ea98f0,23261.714285714286,1463.142857142857,11243.142857142857,6361.714285714285,-0.12277166915381266,-0.1974612129760226,-0.10978644466564158,0.24384112619406784
2020-05-15,56,1447917,9313193,2457,44299,165904,10484,6890,5746,589,250747,2020-05-15T00:00:00Z,84092,165904,10967940,2020-05-15T00:00:00Z,0,0,1507,1353,334713,24685,377796,447ff6c85b4e944daf23dc3b1579a8e84d29e535,22899.285714285714,1421.5714285714287,11058,6212.857142857143,-0.10859071748729265,-0.2214833359411672,-0.11376984990211036,0.14800834147242847
2020-05-16,56,1472619,9651351,3788,43211,167760,10278,6945,5529,592,268376,2020-05-16T00:00:00Z,85080,167760,11332733,2020-05-16T00:00:00Z,0,0,988,1856,338158,24702,364793,6b445a18b7cbde2b876597b100665779a5bd3a5f,22825.571428571428,1356.2857142857142,10884,6066.857142857143,-0.0915763619617257,-0.25025665324172763,-0.11341261898666477,0.07272222081891355
2020-05-17,56,1492628,10002921,3449,41606,168959,9934,7003,5467,593,272265,2020-05-17T00:00:00Z,85929,168959,11704431,2020-05-17T00:00:00Z,0,0,849,1199,351570,20009,371698,324711afc2ee6278029acffa5d0a93966a512437,22676.14285714286,1329.5714285714287,10675.57142857143,5934.285714285715,-0.07303784162578908,-0.25352903432787943,-0.11675156901911299,0.007689881862068315
2020-05-18,56,1513656,10338098,3596,41553,170116,9754,7064,5257,602,283178,2020-05-18T00:00:00Z,86777,170116,12077647,2020-05-18T00:00:00Z,0,0,848,1157,335177,21028,373216,df1ce87c87fb0186461954ee5d9e6e9c3edc4e8e,23054.85714285714,1323.2857142857142,10476.42857142857,5778.142857142857,-0.033443534090363936,-0.2484381338742394,-0.11707340565140334,-0.05331772966647208
2020-05-19,56,1534553,10720072,2944,41661,171713,9598,7217,5032,606,289484,2020-05-19T00:00:00Z,88103,171713,12486623,2020-05-19T00:00:00Z,0,0,1326,1597,381974,20897,408976,e89578f6b03567d5100c317c90f606546eb9892a,22770.14285714286,1300.2857142857142,10241.857142857143,5589.571428571428,-0.047923112762373155,-0.19876760563380325,-0.12217310918196067,-0.11595381730269505
2020-05-20,56,1555861,11107315,2973,41546,173709,9521,7319,4911,613,294312,2020-05-20T00:00:00Z,89502,173709,12904314,2020-05-20T00:00:00Z,0,0,1399,1996,387243,21308,417691,aedf7457e05b363145e31359e686bb9e3645fc39,22773.428571428572,1256.7142857142858,10032,5411.714285714285,-0.025491490610329626,-0.2084757962929642,-0.12420338475736714,-0.17038237484122454
2020-05-21,56,1582549,11543590,3641,41065,178339,9090,7412,4868,616,298418,2020-05-21T00:00:00Z,90896,178339,13379592,2020-05-21T00:00:00Z,0,0,1394,4630,436275,26688,475278,fcd47fb5b63d0577ec1cb06fcaecf26449d74126,22759.571428571428,1187.2857142857142,9808.42857142857,5258.571428571428,-0.02158666601159498,-0.18853739504003098,-0.12760793880714616,-0.1734033953112376
2020-05-22,56,1606982,11929381,3709,39822,182385,9049,7689,4716,633,350135,2020-05-22T00:00:00Z,92237,182385,13798212,2020-05-22T00:00:00Z,0,0,1341,4046,385791,24433,418620,7071d90cfe9c09df3018f2b482e3ff06a2486c34,22723.571428571428,1163.5714285714287,9603.42857142857,5111.428571428572,-0.007673352256777122,-0.1814892975580341,-0.13154019068289158,-0.1772821338238676
2020-05-23,56,1628513,12298530,4084,38391,183763,8733,7770,4620,638,361239,2020-05-23T00:00:00Z,93300,183763,14177853,2020-05-23T00:00:00Z,0,0,1063,1378,369149,21531,379641,e761e8ecebcf4de3a23f25420873abd43d66417d,22270.571428571428,1174.2857142857142,9382.714285714286,4981.571428571428,-0.02431483486565722,-0.13419001474615566,-0.13793510789100627,-0.17888763304134836
2020-05-24,56,1648585,12660470,3860,37483,184684,8485,7801,4383,639,366736,2020-05-24T00:00:00Z,93980,184684,14557761,2020-05-24T00:00:00Z,0,0,680,921,361940,20072,379908,49708313c42c9361c38ac0d78ccea83bc71aa128,22279.571428571428,1150.142857142857,9175.714285714286,4826.714285714285,-0.017488486956082627,-0.1349521865262706,-0.1404943194743664,-0.18663938372652955
2020-05-25,56,1667256,13065188,3368,37432,185686,8467,7847,4237,642,379157,2020-05-25T00:00:00Z,94539,185686,14986074,2020-05-25T00:00:00Z,0,0,559,1002,404718,18671,428313,4378cccfe3cb385a612cdaa1873df3a5f992c123,21942.85714285714,1108.857142857143,8991.857142857143,4681,-0.048232786397660155,-0.16204253481593422,-0.1417058703211299,-0.18987811209731276
2020-05-26,56,1684081,13356243,1549,37561,203006,8585,7899,4215,650,384902,2020-05-26T00:00:00Z,95184,203006,15299872,2020-05-26T00:00:00Z,0,0,645,17320,291055,16825,313798,54e026282f38b9a007d58f646185754369cd24bc,21361.14285714286,1011.5714285714286,8847.142857142857,4564.285714285715,-0.061879278001894966,-0.22203911228301487,-0.13617786952701216,-0.1834283231528102
2020-05-27,56,1703528,13646805,3132,38038,204719,8547,8015,4222,666,391508,2020-05-27T00:00:00Z,96505,204719,15623002,2020-05-27T00:00:00Z,0,0,1321,1713,290562,19447,323130,5f25db8d04794c22be41bfc5a869ff3edcc0f4a5,21095.285714285714,1000.4285714285714,8708,4465.857142857143,-0.07368863462431063,-0.2039331590314879,-0.13197767145135608,-0.174779578691727
2020-05-28,56,1726150,14060234,1906,37818,206349,8389,8109,4080,676,478099,2020-05-28T00:00:00Z,97736,206349,16066871,2020-05-28T00:00:00Z,0,0,1231,1630,413429,22622,443869,07ea4de7952966ea2b44e759dffab05e34336d9a,20514.428571428572,977.1428571428571,8607.857142857143,4353.285714285715,-0.09864609552025239,-0.17699434484418253,-0.12240201575904164,-0.17215430589513614
2020-05-29,56,1749722,14525338,2978,36764,208064,8174,8235,4032,689,484554,2020-05-29T00:00:00Z,98920,208064,16566909,2020-05-29T00:00:00Z,0,0,1184,1715,465104,23572,500038,2859f3f3fb1b62ba0f6b34e3013f7467424ddfbc,20391.428571428572,954.7142857142857,8482.857142857143,4255.571428571428,-0.10263099990569802,-0.17949662369551878,-0.11668451743425068,-0.16743991056456098
2020-05-30,56,1773404,14928199,1668,35524,209488,7956,8305,4004,698,494569,2020-05-30T00:00:00Z,99852,209488,17000062,2020-05-30T00:00:00Z,0,0,932,1424,402861,23682,433153,2f16efbb6abb24f8a537d7775d235928a6a0c86f,20698.714285714286,936,8371.857142857143,4167.571428571428,-0.0705800094936303,-0.20291970802919723,-0.10773611047671217,-0.16340225402196618
2020-05-31,56,1794962,15303390,3270,34648,210464,7626,8445,3669,704,522866,2020-05-31T00:00:00Z,100504,210464,17401637,2020-05-31T00:00:00Z,0,0,652,976,375191,21558,401575,8cbb9d2c1d3558a5e613388702ac428689b60006,20911,932,8249.142857142857,4065.5714285714284,-0.06142718826343163,-0.18966588001490536,-0.10098085007006175,-0.15769378755142416
2020-06-01,56,1815444,15697059,3455,34075,213260,7591,8485,3950,704,536339,2020-06-01T00:00:00Z,101172,213260,17815101,2020-06-01T00:00:00Z,0,0,668,2796,393669,20482,413464,2e8f3174de2bdec2436d4f1a6f667beb59867d08,21169.714285714286,947.5714285714286,8124,4024.5714285714284,-0.03523437500000004,-0.14545220304045314,-0.09651589533387284,-0.14023255104220722
2020-06-02,56,1835556,16097659,4054,33724,214845,7407,8566,3852,710,541976,2020-06-02T00:00:00Z,102134,214845,18249737,2020-06-02T00:00:00Z,0,0,962,1585,400600,20112,434636,c0e2e12b0baf14c0552bc133201d1f21f747a382,21639.285714285714,992.8571428571429,7955.714285714285,3972.714285714286,0.013020972660639618,-0.018500211834486358,-0.10075892136282893,-0.129608763693271
2020-06-03,56,1855946,16545978,3556,33070,217100,7227,8688,3749,717,557366,2020-06-03T00:00:00Z,103127,217100,18726278,2020-06-03T00:00:00Z,0,0,993,2255,448319,20390,476541,d8fbca78cbd3aca65ddc942115af8dcc28c2bd5d,21774,946,7767.142857142857,3905.1428571428573,0.03217374227146119,-0.05440525489076109,-0.10804514731937731,-0.1255558043568663
2020-06-04,56,1876832,16987873,3474,32639,214259,7057,8787,3665,723,569623,2020-06-04T00:00:00Z,104020,214259,19208694,2020-06-04T00:00:00Z,0,0,893,-2841,441895,20886,482416,a9584d3b30112de586517dceee878cb081ebb400,21526,897.7142857142857,7576.857142857143,3845.8571428571427,0.04931024157213426,-0.08128654970760207,-0.11977429258982542,-0.11656220260558559
2020-06-05,56,1900226,17472559,1749,32280,215699,6920,8863,3523,740,576327,2020-06-05T00:00:00Z,104846,215699,19723785,2020-06-05T00:00:00Z,0,0,826,1440,484686,23394,515091,c0fa5a68bebe762832f2afeefc6ef4d8f155ef36,21500.571428571428,846.5714285714286,7397.714285714285,3773.1428571428573,0.05439260193358586,-0.11327248241807586,-0.12792185921185562,-0.11336399342039061
2020-06-06,56,1923290,17994337,1796,31761,216716,6762,8920,3476,750,585470,2020-06-06T00:00:00Z,105574,216716,20268807,2020-06-06T00:00:00Z,0,0,728,1017,521778,23064,545022,cfabcbd69a1b0662678bafb774e6aab06a0a957c,21412.285714285714,817.4285714285714,7227.142857142857,3697.714285714286,0.03447419094353665,-0.12667887667887656,-0.1367336143200859,-0.11274123333219133
2020-06-07,56,1942030,18398720,1733,31225,217401,6501,8957,3298,753,590988,2020-06-07T00:00:00Z,106021,217401,20690850,2020-06-07T00:00:00Z,0,0,447,685,404383,18740,422043,8b2c96e9c2ba4cc4fec1adc20accde46bcad06dc,21009.714285714286,788.1428571428571,7066.428571428572,3644.714285714286,0.004720686993173739,-0.1543531575720417,-0.1433742033804365,-0.10351734073579544
2020-06-08,56,1959239,18778941,1606,30996,218115,6402,9013,3240,762,603143,2020-06-08T00:00:00Z,106682,218115,21105192,2020-06-08T00:00:00Z,0,0,661,714,380221,17209,414342,bee64b67092861880f685ec26f6e7ccb9473d8b5,20542.14285714286,787.1428571428571,6896.571428571428,3543.285714285714,-0.02964477555537548,-0.16930499020051315,-0.15108672715762828,-0.11958682379667784
2020-06-09,56,1976551,19183320,1661,31009,219642,6457,9141,3090,771,609476,2020-06-09T00:00:00Z,107584,219642,21545552,2020-06-09T00:00:00Z,0,0,902,1527,404379,17312,440360,05df0dfe070b5d774aa4409b4935a6684f2b4ede,20142.14285714286,778.5714285714286,6760.857142857143,3434.4285714285716,-0.0691863343786111,-0.2158273381294964,-0.15018854372418733,-0.135495702830019
2020-06-10,56,1997445,19592291,1737,30864,221126,6249,9225,3020,780,618125,2020-06-10T00:00:00Z,108471,221126,21981442,2020-06-10T00:00:00Z,0,0,887,1484,408971,20894,435890,232014e13a26c1fdafd3203f6d1954c6c60b6259,20214.14285714286,763.4285714285714,6621.142857142857,3330.285714285714,-0.07163852038473006,-0.19299305345816975,-0.14754460180246465,-0.14720515071700258
2020-06-11,56,2019598,20030353,1816,29698,222493,6074,9295,2886,792,629017,2020-06-11T00:00:00Z,109370,222493,22452649,2020-06-11T00:00:00Z,0,0,899,1367,438062,22153,471207,0f824da2fee0b8b56dc7070d4dee474b0e8b815b,20395.14285714286,764.2857142857143,6480.714285714285,3219,-0.0525344765798178,-0.14863144493952918,-0.14466985934613008,-0.16299543107611225
2020-06-12,56,2043195,20630325,1783,29154,223738,6017,9373,2734,814,636111,2020-06-12T00:00:00Z,110145,223738,23051733,2020-06-12T00:00:00Z,0,0,775,1245,599972,23597,599084,d6fdd45701113a1a0e77ebbdc7847fe10bdf1707,20424.14285714286,757,6351.714285714285,3106.285714285714,-0.05006511454845042,-0.10580492743840719,-0.14139502549049865,-0.17673784643343904
2020-06-13,56,2068571,21101713,1698,28450,224843,5883,9430,2726,830,645331,2020-06-13T00:00:00Z,110839,224843,23560599,2020-06-13T00:00:00Z,0,0,694,1105,471388,25376,508866,40d06f56dd00066bea9f6f056c2e4689a457a13d,20754.428571428572,752.1428571428571,6226.142857142857,2999.1428571428573,-0.030723349745807704,-0.07986717930793408,-0.13850563352441192,-0.18891979601298114
2020-06-14,56,2089970,21565867,1672,27895,225483,5749,9466,2716,834,650541,2020-06-14T00:00:00Z,111195,225483,24039817,2020-06-14T00:00:00Z,0,0,356,640,464154,21399,479218,4bcbcbac309ea92ecb99d5433ec937c7c88f817f,21134.285714285714,739.1428571428571,6118.714285714285,2916,0.005929230016047393,-0.06217147000181211,-0.1341150308298804,-0.199937286873359
2020-06-15,56,2108619,21981257,1619,27867,226026,5703,9516,2640,835,665059,2020-06-15T00:00:00Z,111576,226026,24484439,2020-06-15T00:00:00Z,0,0,381,543,415390,18649,444622,72284b88755a631cbccb1a2086d1001d3fc597db,21340,699.1428571428571,6018.857142857143,2830.285714285714,0.03884001529955716,-0.11179673321234107,-0.12726820780512138,-0.2012256581865095
2020-06-16,56,2132097,22423907,1604,28270,227327,5570,9590,2594,845,672228,2020-06-16T00:00:00Z,112306,227327,24962862,2020-06-16T00:00:00Z,0,0,730,1301,442650,23478,478423,60917a0b4094686e2b8deb9bab5b76de91a6a43e,22220.85714285714,674.5714285714286,5892.142857142857,2759.4285714285716,0.10320224121422794,-0.1335779816513759,-0.1284917381566163,-0.19653924545567936
2020-06-17,56,2156098,22887075,1745,28576,228457,5612,9665,2588,857,680916,2020-06-17T00:00:00Z,113073,228457,25468925,2020-06-17T00:00:00Z,0,0,767,1130,463168,24001,506063,2e2f50a5748a249180c66270dd046f4cdeb4b988,22664.714285714286,657.4285714285714,5801.142857142857,2697.714285714286,0.12123053873172251,-0.1388473053892213,-0.12384568913437521,-0.1899450926561428
2020-06-18,56,2183844,23378700,1903,28415,229497,5464,9736,2520,869,690692,2020-06-18T00:00:00Z,113778,229497,26006696,2020-06-18T00:00:00Z,0,0,705,1040,491625,27746,537771,e78d5e2034c50d6e0e3b04b597261b7f1f4211bf,23463.714285714286,629.7142857142857,5714,2645.4285714285716,0.15045599092220896,-0.1760747663551404,-0.11830706491788723,-0.17818310921759173
2020-06-19,56,2215315,23926807,2032,28616,231110,5341,9876,2434,884,698119,2020-06-19T00:00:00Z,114433,231110,26596117,2020-06-19T00:00:00Z,0,0,655,1613,548107,31471,589421,f4595de19b114de92a981a60384ba2a3259ba35c,24588.571428571428,612.5714285714286,5617.428571428572,2602.5714285714284,0.20389734837622142,-0.19079071522928825,-0.11560433628716626,-0.1621596762325236
2020-06-20,56,2247609,24460111,2108,27967,231855,5229,9908,2380,888,708864,2020-06-20T00:00:00Z,115062,231855,27150701,2020-06-20T00:00:00Z,0,0,629,745,533304,32294,554584,e1dbe0e77650f82bd3561563d768e56faf328d87,25576.85714285714,603.2857142857143,5524,2553.1428571428573,0.23235660547490733,-0.19791073124406444,-0.112773329050318,-0.14870915499666526
2020-06-21,56,2275537,24956160,2084,28220,232369,5195,9944,2321,904,713537,2020-06-21T00:00:00Z,115356,232369,27683975,2020-06-21T00:00:00Z,0,0,294,514,496049,27928,533274,03f93b2e5135a95b9611278294d013a0b58a69e7,26509.571428571428,594.4285714285714,5444.857142857143,2496.714285714286,0.25433959713397436,-0.19578662543486702,-0.11013051294623033,-0.14378796786204184
2020-06-22,56,2302818,25400249,2028,28799,233169,5323,10002,2299,909,731602,2020-06-22T00:00:00Z,115642,233169,28158508,2020-06-22T00:00:00Z,0,0,286,800,444089,27281,474533,0c49868585625d25a95a56ac890715ef8ca25c39,27742.714285714286,580.8571428571429,5390.571428571428,2448,0.3000334716829569,-0.16918675929709803,-0.10438621475363175,-0.1350696547546938
2020-06-23,56,2336265,25869353,1891,30235,234426,5402,10077,2293,918,738952,2020-06-23T00:00:00Z,116352,234426,28670279,2020-06-23T00:00:00Z,0,0,710,1257,469104,33447,511771,7009fc378a2b9b71493cb1c5a710b699c6d79d52,29166.85714285714,578,5366.571428571428,2405,0.3125892019081169,-0.14315967810249886,-0.08919869075039366,-0.12844274176848236
2020-06-24,56,2375340,26354402,2049,31102,235736,5293,10173,2248,934,747565,2020-06-24T00:00:00Z,117076,235736,29211793,2020-06-24T00:00:00Z,0,0,724,1310,485049,39075,541514,eebbf80297bb8bbc68e8c84981fbf0696174fc0d,31320.285714285714,571.8571428571429,5321,2356.4285714285716,0.3818963398107822,-0.1301607996523252,-0.08276694247438876,-0.1265092141495443
2020-06-25,56,2414977,26957095,2133,31842,236993,5320,10257,2214,951,756719,2020-06-25T00:00:00Z,117723,236993,29858293,2020-06-25T00:00:00Z,0,0,647,1257,602693,39637,646500,a8a92bb11121285cd72db6ffa4e488d533e52715,33019,563.5714285714286,5300.428571428572,2312.714285714286,0.4072367059167352,-0.10503629764065336,-0.07237861893094755,-0.12576952154660292
2020-06-26,56,2459520,27522589,2201,31738,238519,5283,10334,2075,966,763966,2020-06-26T00:00:00Z,118360,238519,30476546,2020-06-26T00:00:00Z,0,0,637,1526,565494,44543,618253,21b6d807e40e2294e80c38d11f1e3b6ae4968a57,34886.42857142857,561,5292.142857142857,2261.4285714285716,0.418806646525679,-0.08418843283582123,-0.057906515436651596,-0.1310791524865519
2020-06-27,56,2502684,28078236,2186,32482,239576,5314,10415,2159,977,772465,2020-06-27T00:00:00Z,118871,239576,31079486,2020-06-27T00:00:00Z,0,0,511,1057,555647,43164,602940,a4db6cd6eea64fc8cd533035cb8bb0f324620d98,36439.28571428572,544.1428571428571,5304.285714285715,2229.8571428571427,0.42469755024073064,-0.09803457257873582,-0.03977449053480886,-0.12662264995523764
2020-06-28,56,2544254,28614042,2198,32488,240156,5252,10473,2077,983,778321,2020-06-28T00:00:00Z,119142,240156,31661154,2020-06-28T00:00:00Z,0,0,271,580,535806,41570,581668,7827bc10222bfc28d0b8bc1b110765a7d93559c2,38388.142857142855,540.8571428571429,5312.428571428572,2195,0.4480861360047843,-0.09012256669069929,-0.02432177152752313,-0.12084453853636212
2020-06-29,56,2584067,29230030,2194,33585,240826,5380,10542,2011,990,798360,2020-06-29T00:00:00Z,119474,240826,32330990,2020-06-29T00:00:00Z,0,0,332,670,615988,39813,669836,f78fd9ae463e7e54428fec8d44c83d4294d09356,40178.42857142857,547.4285714285714,5320.571428571428,2153.8571428571427,0.44825153579575483,-0.05755041810132844,-0.012985636296178438,-0.12015639589169036
2020-06-30,56,2631931,29810182,2432,35248,242408,5424,10669,2044,1008,813788,2020-06-30T00:00:00Z,120070,242408,32977346,2020-06-30T00:00:00Z,0,0,596,1582,580152,47864,646356,df5a1a0a04e7a68bdc7e3950818df314aa09041f,42238,531.1428571428571,5323.714285714285,2118.285714285714,0.4481505426903325,-0.0810677212061297,-0.007985944737262662,-0.11921591921591923
2020-07-01,56,2682912,30399580,2604,36405,243846,5512,10752,2098,1027,823151,2020-07-01T00:00:00Z,120771,243846,33629020,2020-07-01T00:00:00Z,0,0,701,1438,589398,50981,651674,3941d7f7d5515d84883fb18fc9a0c94b06abb01f,43938.857142857145,527.8571428571429,5355,2096.8571428571427,0.40288813274828605,-0.07694229328004021,0.006389776357826893,-0.11015459230069757
2020-07-02,56,2736997,31007934,2208,37500,245849,5626,10843,2105,1041,875127,2020-07-02T00:00:00Z,121466,245849,34304091,2020-07-02T00:00:00Z,0,0,695,2003,608354,54085,675071,85fb7756839061622e42d91d814ac61dd3b728b2,46002.857142857145,534.7142857142857,5398.714285714285,2081.285714285714,0.39322381485984237,-0.05120405576679332,0.018542974961594627,-0.10006794737167224
2020-07-03,56,2790945,31661977,2237,37798,247284,5597,10936,2049,1059,883561,2020-07-03T00:00:00Z,122064,247284,35012694,2020-07-03T00:00:00Z,0,0,598,1435,654043,53948,708603,c19f7427b33f9e93c72cf75a81861c09260b1fe7,47346.42857142857,529.1428571428571,5443.571428571428,2077.5714285714284,0.3571589443295602,-0.05678635090399753,0.028613848022674304,-0.08130132659507283
2020-07-04,56,2845283,32239458,2083,38146,248155,5633,10977,1982,1063,894325,2020-07-04T00:00:00Z,122370,248155,35648995,2020-07-04T00:00:00Z,0,0,306,871,577481,54338,636301,399d7ef6813d3b9cd9889272e1a0f5ffe2b96118,48942.71428571428,499.85714285714283,5489.142857142857,2052.285714285714,0.34313045182789503,-0.08138619060120711,0.03485052518179299,-0.07963354474982376
2020-07-05,56,2890895,32872797,1885,38764,248745,5653,11010,2080,1064,902558,2020-07-05T00:00:00Z,122579,248745,36337547,2020-07-05T00:00:00Z,0,0,209,590,633339,45612,688552,1cae1c3c6729aeae6e6ed2a73c6af979484d9d57,49520.142857142855,491,5546.428571428572,2052.714285714286,0.2899853749483656,-0.09218172213417863,0.04404765106085584,-0.06482264887731926
2020-07-06,56,2932854,33344399,1907,39769,249539,5687,11058,2105,1070,924148,2020-07-06T00:00:00Z,122822,249539,36868161,2020-07-06T00:00:00Z,0,0,243,794,471602,41959,530614,85afbcca73fb4a79dcee14334c9fe2e9b89d63f7,49826.71428571428,478.2857142857143,5590.285714285715,2066.1428571428573,0.24013596492787537,-0.1263048016701459,0.05069272903018107,-0.04072428201896883
2020-07-07,56,2984541,33928570,2136,41760,251499,5832,11177,2098,1084,936476,2020-07-07T00:00:00Z,123745,251499,37517383,2020-07-07T00:00:00Z,0,0,923,1960,584171,51687,649222,a58027c035417d7167d16c800259ff65ea209d94,50372.857142857145,525,5648.571428571428,2073.8571428571427,0.19259569920112574,-0.011565357719204084,0.061020769602319724,-0.020973833288373434
2020-07-08,56,3047213,34504129,2360,43076,253534,5874,11303,2172,1103,953420,2020-07-08T00:00:00Z,124552,253534,38177542,2020-07-08T00:00:00Z,0,0,807,2035,575559,62672,660159,be47de9f36f346fb03e87956e66fca251e85b6c0,52043,540.1428571428571,5700.285714285715,2084.4285714285716,0.1844413665743314,0.023274695534506007,0.06447912498332808,-0.005927238043330174
2020-07-09,56,3106370,35150973,2530,43933,255253,5845,11370,2127,1138,969111,2020-07-09T00:00:00Z,125419,255253,38898306,2020-07-09T00:00:00Z,0,0,867,1719,646844,59157,720764,c192f1176afc2d2a298b6e167da92e9d62ece83b,52767.57142857143,564.7142857142857,5731.571428571428,2087.5714285714284,0.1470498726787146,0.056104728827144124,0.06165489137625291,0.0030201111950025616
2020-07-10,56,3173216,35893902,2493,51599,257571,5896,11523,2197,1118,983185,2020-07-10T00:00:00Z,126273,257571,39722835,2020-07-10T00:00:00Z,0,0,854,2318,742929,66846,824529,04961ee1b317c421eedfd8da9a07588a591b460e,54610.142857142855,601.2857142857143,5774.285714285715,2108.714285714286,0.15341630836539144,0.1363390928725703,0.060753181997113215,0.014990029567489627
2020-07-11,56,3236111,36531657,2618,51858,262712,5939,11612,2169,1128,995576,2020-07-11T00:00:00Z,127030,262712,40436998,2020-07-11T00:00:00Z,0,0,757,5141,637755,62895,714163,63cfd042a5a87682482cab9a92c78db0088cbec8,55832.57142857143,665.7142857142857,5818,2135.4285714285716,0.14077390768799658,0.33180908831094524,0.059910472621278466,0.040512320757343456
2020-07-12,56,3297423,37234051,2639,52727,263651,5930,11679,2182,1136,1006326,2020-07-12T00:00:00Z,127506,263651,41205416,2020-07-12T00:00:00Z,0,0,476,939,702394,61312,768418,29df6f6d2c317897049abce73337340d2b55f2d3,58075.42857142857,703.8571428571429,5857.571428571428,2150,0.17276375270092048,0.4335176025603731,0.05609787508048858,0.04739369475955213
2020-07-13,56,3355556,37870551,2610,53988,264865,6074,11749,2259,1142,1031939,2020-07-13T00:00:00Z,127833,264865,41914514,2020-07-13T00:00:00Z,0,0,327,1214,636500,58133,709098,018205e0083803edd18ac2f99b64f91473f8db60,60386,715.8571428571429,5912.857142857143,2172,0.21192016904299948,0.49671445639187506,0.05770213635898935,0.05123418377929845
2020-07-14,56,3418243,38573451,960,55565,267127,6235,11857,2263,1154,1049098,2020-07-14T00:00:00Z,128569,267127,42691859,2020-07-14T00:00:00Z,0,0,736,2262,702900,62687,777345,a5ffa71a92e16d29bc8453c5f643bf1f92aa728b,61957.42857142857,689.1428571428571,5970.428571428572,2195.5714285714284,0.22997646124613724,0.3126530612244893,0.05698027314112286,0.05868981194461664
2020-07-15,56,3484040,39276541,2947,56144,269543,6317,12002,2317,1166,1075882,2020-07-15T00:00:00Z,129427,269543,43478551,2020-07-15T00:00:00Z,0,0,858,2416,703090,65797,786692,4d6c1e90cb42bafa0d4c96589577c03ec14c4d77,62403.857142857145,696.4285714285714,6033.714285714285,2216.285714285714,0.19908262672899424,0.289341444062418,0.05849330860608526,0.06325817284627488
2020-07-16,56,3555076,40032828,2929,57440,271758,6359,12091,2317,1175,1090645,2020-07-16T00:00:00Z,130374,271758,44317145,2020-07-16T00:00:00Z,0,0,947,2215,756287,71036,838594,fcefbad51b62766e2370037102bde7b7bc077fc3,64100.857142857145,707.8571428571429,6107.142857142857,2243.4285714285716,0.21477747426043714,0.2534783708575772,0.06552678148600455,0.0746595497160063
2020-07-17,56,3631918,40790485,3002,57759,274436,6452,12243,2353,1200,1106844,2020-07-17T00:00:00Z,131325,274436,45160967,2020-07-17T00:00:00Z,0,0,951,2678,757657,76842,843822,d7ff9a4fe20d958f31af02e53b38ee3feee83ce8,65528.857142857145,721.7142857142857,6186.571428571428,2265.714285714286,0.19993931007060461,0.2002851033499642,0.07140029688273253,0.07445295034211741
2020-07-18,56,3696869,41482371,3032,57645,276439,6397,12342,2343,1211,1122720,2020-07-18T00:00:00Z,132197,276439,45933308,2020-07-18T00:00:00Z,0,0,872,2003,691886,64951,772341,3b970a7675d6246b617046871b5c3a625145f127,65822.57142857143,738.1428571428571,6252,2290.5714285714284,0.17892781479320763,0.10879828326180285,0.07459608112753546,0.07265185978057254
2020-07-19,56,3761129,42197702,3052,57885,277383,6384,12393,2362,1216,1131171,2020-07-19T00:00:00Z,132724,277383,46713508,2020-07-19T00:00:00Z,0,0,527,944,715331,64260,780200,8f0d2a32455e4f9089605464b860b8f84f1c428b,66243.71428571429,745.4285714285714,6316.857142857143,2316.285714285714,0.14064959855163717,0.059062309721940265,0.0784088969099821,0.07734219269102982
